thisRow.t,notes,time,condition,accuracy,prop,rolling_acc,confidence,participant,session,
,,5.957997927907854e-06,0,1,0.6,0.0,high,12121212,001,
,,9.678561207998428,90,1,0.45,0.0,low,12121212,001,
