thisRow.t,notes,phase,angle_bias,color_cue,true_shape,chosen_shape,chosen_conf,control_rating_0to100,accuracy,prop_used,running_accuracy,participant,session,
,,practice,0,green,dot,square,guess,1.0,0,0.75,0.0,1212121333,001,
