timestamp,frame,mouse_x,mouse_y,square_x,square_y,dot_x,dot_y,cursor_x,cursor_y,participant,session,trial_num,phase,angle_bias,expect_level,prop_used,conf_level,agency_rating
1.3150086249224842,159,26.0,-4.0,-208.85188119452008,0.9478811173636295,201.04544778333,16.204422532171545,4.0625,-201.11111111111114,,001,3,practice,0,high,0.8,2,
1.3189455410465598,160,26.0,-5.0,-208.94998426543873,0.6656758562858874,200.69396167755076,16.50039283771216,4.0625,-201.29629629629633,,001,3,practice,0,high,0.8,2,
1.3317036658991128,161,26.0,-5.0,-209.02846672217365,0.4399116474236938,200.41277279292737,16.73716908214465,4.0625,-201.29629629629633,,001,3,practice,0,high,0.8,2,
1.3354351660236716,162,26.0,-6.0,-209.12131481391182,0.1256871816166234,200.03751105347746,17.058524584104063,4.0625,-201.48148148148152,,001,3,practice,0,high,0.8,2,
1.3483616658486426,163,26.0,-6.0,-209.19559328730236,-0.12569239102903296,199.73730166191754,17.315608985671595,4.0625,-201.48148148148152,,001,3,practice,0,high,0.8,2,
1.352215665858239,164,26.0,-7.0,-209.28489929079484,-0.46020671149406195,199.34771802476936,17.6542231951831,4.0625,-201.6666666666667,,001,3,practice,0,high,0.8,2,
1.3649688330478966,165,26.0,-7.0,-209.35634409358883,-0.7278181678660851,199.03605111505084,17.925114562792306,4.0625,-201.6666666666667,,001,3,practice,0,high,0.8,2,
1.3686666248831898,166,25.0,-8.0,-209.6150649920962,-1.06353617065278,198.57889230591516,18.333683468434288,3.90625,-201.8518518518519,,001,3,practice,0,high,0.8,2,
1.3818412909749895,167,25.0,-8.0,-209.82204171090208,-1.3321105728821356,198.2131652586066,18.660538592947873,3.90625,-201.8518518518519,,001,3,practice,0,high,0.8,2,
1.3862813748419285,168,25.0,-9.0,-210.01686493676996,-1.6796769790421735,197.77437436664385,19.058488270675976,3.90625,-202.0370370370371,,001,3,practice,0,high,0.8,2,
1.3983537908643484,169,25.0,-9.0,-210.17272351746428,-1.9577301039702037,197.42334165307366,19.37684801285846,3.90625,-202.0370370370371,,001,3,practice,0,high,0.8,2,
1.402311041019857,170,25.0,-9.0,-210.29741038201973,-2.180172603912628,197.1425154822175,19.631535806604447,3.90625,-202.0370370370371,,001,3,practice,0,high,0.8,2,
1.4150275830179453,171,25.0,-9.0,-210.3971598736641,-2.3581266038665674,196.91785454553258,19.835286041601236,3.90625,-202.0370370370371,,001,3,practice,0,high,0.8,2,
1.4190797908231616,172,25.0,-10.0,-210.5069741408957,-2.634048938682956,196.58805242660407,20.13049055533248,3.90625,-202.22222222222229,,001,3,practice,0,high,0.8,2,
