timestamp,frame,mouse_x,mouse_y,square_x,square_y,dot_x,dot_y,participant,session,trial_num,phase,angle_bias,expect_level,prop_used,conf_level,agency_rating
0.00015408312901854515,1,-1.0,0.0,-150.06,0.0,150.0,0.0,,001,1,practice,0,low,0.3,4,
0.011988792102783918,2,-1.0,0.0,-150.108,0.0,150.0,0.0,,001,1,practice,0,low,0.3,4,
0.014536625007167459,3,-1.0,1.0,-150.0064,0.059999999999999984,150.2,0.0,,001,1,practice,0,low,0.3,4,
0.028629375156015158,4,-1.0,1.0,-149.92512000000002,0.10799999999999997,150.35999999999999,0.0,,001,1,practice,0,low,0.3,4,
0.031321833143010736,5,3.0,9.0,-149.62009600000002,0.6263999999999998,150.48799999999997,0.0,,001,1,practice,0,low,0.3,4,
0.04521358315832913,6,3.0,9.0,-149.37607680000002,1.0411199999999998,150.59039999999996,0.0,,001,1,practice,0,low,0.3,4,
0.0477611250244081,7,18.0,29.0,-148.28086144000002,2.5728959999999996,150.67231999999996,0.0,,001,1,practice,0,low,0.3,4,
0.06192904198542237,8,18.0,29.0,-147.40468915200003,3.7983167999999994,150.73785599999997,0.0,,001,1,practice,0,low,0.3,4,
0.06476808316074312,9,24.0,37.0,-146.34375132160002,5.25865344,150.79028479999997,0.0,,001,1,practice,0,low,0.3,4,
0.07880433299578726,10,24.0,37.0,-145.49500105728004,6.426922751999999,150.83222783999997,0.0,,001,1,practice,0,low,0.3,4,
0.08134891698136926,11,24.0,40.0,-144.81600084582402,7.5415382016,150.86578227199996,0.0,,001,1,practice,0,low,0.3,4,
0.09533933317288756,12,24.0,40.0,-144.27280067665922,8.43323056128,150.89262581759996,0.0,,001,1,practice,0,low,0.3,4,
0.09785262518562376,13,24.0,53.0,-143.83824054132737,9.926584449024,150.91410065407996,0.0,,001,1,practice,0,low,0.3,4,
0.11232445808127522,14,24.0,53.0,-143.4905924330619,11.1212675592192,150.93128052326395,0.0,,001,1,practice,0,low,0.3,4,
0.1146513749845326,15,24.0,75.0,-143.2124739464495,13.397014047375361,150.94502441861115,0.0,,001,1,practice,0,low,0.3,4,
0.12866591708734632,16,24.0,75.0,-142.9899791571596,15.21761123790029,150.95601953488892,0.0,,001,1,practice,0,low,0.3,4,
0.13147850008681417,17,17.0,105.0,-143.2319833257277,18.474088990320233,150.96481562791112,0.0,,001,1,practice,0,low,0.3,4,
0.14622441702522337,18,17.0,105.0,-143.42558666058216,21.079271192256186,150.9718525023289,0.0,,001,1,practice,0,low,0.3,4,
0.15014354209415615,19,0.0,139.0,-144.60046932846572,25.203416953804947,150.9774820018631,0.0,,001,1,practice,0,low,0.3,4,
0.16210608300752938,20,0.0,139.0,-145.54037546277257,28.502733563043957,150.9819856014905,0.0,,001,1,practice,0,low,0.3,4,
0.1648118330631405,21,-21.0,160.0,-147.55230037021806,32.402186850435164,150.9855884811924,0.0,,001,1,practice,0,low,0.3,4,
0.17927666706964374,22,-21.0,160.0,-149.16184029617446,35.521749480348134,150.9884707849539,0.0,,001,1,practice,0,low,0.3,4,
0.18189212516881526,23,-52.0,173.0,-147.60330606902752,38.79739958427851,157.71387115355176,0.0,,001,1,practice,0,low,0.3,4,
0.19525875011458993,24,-52.0,173.0,-146.35647868730996,41.41791966742281,163.09419144843005,0.0,,001,1,practice,0,low,0.3,4,
0.1981482501141727,25,-109.0,187.0,-155.496848107032,49.086432762482524,157.80154579133824,6.760138612206111,,001,1,practice,0,low,0.3,4,
0.21180725004523993,26,-109.0,187.0,-162.80914364280966,55.2212432385303,153.5674292656648,12.168249501971001,,001,1,practice,0,low,0.3,4,
0.21450300002470613,27,-168.0,193.0,-180.27989201536542,62.39488860603596,138.63597612522085,19.217305337593544,,001,1,practice,0,low,0.3,4,
0.22842141706496477,28,-168.0,193.0,-194.25649071341002,68.13380490004049,126.6908136128657,24.85655000609158,,001,1,practice,0,low,0.3,4,
0.23092766711488366,29,-229.0,194.0,-216.40174487538732,77.21248197523389,106.70043331220782,35.69300865516112,,001,1,practice,0,low,0.3,4,
0.24507195805199444,30,-229.0,194.0,-234.11794820496917,84.47542363538861,90.70812907168153,44.36217557441675,,001,1,practice,0,low,0.3,4,
0.24772029207088053,31,-277.0,193.0,-234.4063643672957,86.91177333426471,87.49809726283057,51.889586411047944,,001,1,practice,0,low,0.3,4,
0.2617213751655072,32,-277.0,193.0,-233.81580031388845,88.48825641618123,84.9300718157498,57.9115150803529,,001,1,practice,0,low,0.3,4,
0.2641443330794573,33,-306.0,190.0,-233.057551370842,90.46644543159267,88.70158698490702,62.97087455227659,,001,1,practice,0,low,0.3,4,
0.27959087514318526,34,-306.0,190.0,-232.4495445641491,92.01743982484872,91.7187991202328,67.01836212981554,,001,1,practice,0,low,0.3,4,
0.2824400421231985,35,-323.0,188.0,-232.54018681514495,91.78813385169933,90.72600191828418,69.91679087740195,,001,1,practice,0,low,0.3,4,
0.2951412920374423,36,-323.0,188.0,-232.6110628782685,91.60836985037028,89.9317641567253,72.23553387547108,,001,1,practice,0,low,0.3,4,
0.29787124996073544,37,-334.0,184.0,-233.2496820448677,89.96991622741518,87.1671852621338,73.11761741356894,,001,1,practice,0,low,0.3,4,
0.3118669171817601,38,-334.0,184.0,-233.7431041396067,88.68010637781724,84.9555221464606,73.82328424404723,,001,1,practice,0,low,0.3,4,
0.3145847921259701,39,-343.0,177.0,-233.90681932704754,88.2473788409827,85.17860932255306,75.49699390440907,,001,1,practice,0,low,0.3,4,
