snippet_id,phase,angle_bias,expect_level,mode,true_shape,resp_shape,conf_level,accuracy,control_rating,prop_used,participant,session,low_precision_colour,high_precision_colour,
1,practice,,,,,,,,,,1212121212,001,blue,green,
,,90,,,,,,,,,1212121212,001,blue,green,
,,,high,,,,,,,,1212121212,001,blue,green,
,,,,true,,,,,,,1212121212,001,blue,green,
,,,,,square,,,,,,1212121212,001,blue,green,
,,,,,,square,,,,,1212121212,001,blue,green,
,,,,,,,1,,,,1212121212,001,blue,green,
,,,,,,,,1,,,1212121212,001,blue,green,
,,,,,,,,,78.0,,1212121212,001,blue,green,
,,,,,,,,,,0.8,1212121212,001,blue,green,
7,practice,,,,,,,,,,1212121212,001,blue,green,
,,0,,,,,,,,,1212121212,001,blue,green,
,,,low,,,,,,,,1212121212,001,blue,green,
,,,,true,,,,,,,1212121212,001,blue,green,
,,,,,dot,,,,,,1212121212,001,blue,green,
,,,,,,square,,,,,1212121212,001,blue,green,
,,,,,,,1,,,,1212121212,001,blue,green,
,,,,,,,,0,,,1212121212,001,blue,green,
,,,,,,,,,80.0,,1212121212,001,blue,green,
,,,,,,,,,,0.5,1212121212,001,blue,green,
2,practice,,,,,,,,,,1212121212,001,blue,green,
,,90,,,,,,,,,1212121212,001,blue,green,
,,,low,,,,,,,,1212121212,001,blue,green,
,,,,true,,,,,,,1212121212,001,blue,green,
,,,,,dot,,,,,,1212121212,001,blue,green,
,,,,,,square,,,,,1212121212,001,blue,green,
,,,,,,,1,,,,1212121212,001,blue,green,
,,,,,,,,0,,,1212121212,001,blue,green,
,,,,,,,,,7.0,,1212121212,001,blue,green,
,,,,,,,,,,0.5,1212121212,001,blue,green,
4,practice,,,,,,,,,,1212121212,001,blue,green,
,,0,,,,,,,,,1212121212,001,blue,green,
,,,low,,,,,,,,1212121212,001,blue,green,
,,,,true,,,,,,,1212121212,001,blue,green,
,,,,,dot,,,,,,1212121212,001,blue,green,
,,,,,,square,,,,,1212121212,001,blue,green,
,,,,,,,1,,,,1212121212,001,blue,green,
,,,,,,,,0,,,1212121212,001,blue,green,
,,,,,,,,,83.0,,1212121212,001,blue,green,
,,,,,,,,,,0.575,1212121212,001,blue,green,
3,practice,,,,,,,,,,1212121212,001,blue,green,
,,90,,,,,,,,,1212121212,001,blue,green,
,,,high,,,,,,,,1212121212,001,blue,green,
,,,,true,,,,,,,1212121212,001,blue,green,
,,,,,square,,,,,,1212121212,001,blue,green,
,,,,,,square,,,,,1212121212,001,blue,green,
,,,,,,,1,,,,1212121212,001,blue,green,
,,,,,,,,1,,,1212121212,001,blue,green,
,,,,,,,,,88.0,,1212121212,001,blue,green,
,,,,,,,,,,0.75,1212121212,001,blue,green,
6,practice,,,,,,,,,,1212121212,001,blue,green,
,,0,,,,,,,,,1212121212,001,blue,green,
,,,high,,,,,,,,1212121212,001,blue,green,
,,,,true,,,,,,,1212121212,001,blue,green,
,,,,,square,,,,,,1212121212,001,blue,green,
,,,,,,square,,,,,1212121212,001,blue,green,
,,,,,,,1,,,,1212121212,001,blue,green,
,,,,,,,,1,,,1212121212,001,blue,green,
,,,,,,,,,85.0,,1212121212,001,blue,green,
,,,,,,,,,,0.8,1212121212,001,blue,green,
4,practice,,,,,,,,,,1212121212,001,blue,green,
,,90,,,,,,,,,1212121212,001,blue,green,
,,,low,,,,,,,,1212121212,001,blue,green,
,,,,true,,,,,,,1212121212,001,blue,green,
,,,,,dot,,,,,,1212121212,001,blue,green,
,,,,,,square,,,,,1212121212,001,blue,green,
,,,,,,,1,,,,1212121212,001,blue,green,
,,,,,,,,0,,,1212121212,001,blue,green,
,,,,,,,,,84.0,,1212121212,001,blue,green,
,,,,,,,,,,0.575,1212121212,001,blue,green,
4,practice,,,,,,,,,,1212121212,001,blue,green,
,,90,,,,,,,,,1212121212,001,blue,green,
,,,high,,,,,,,,1212121212,001,blue,green,
,,,,true,,,,,,,1212121212,001,blue,green,
,,,,,square,,,,,,1212121212,001,blue,green,
,,,,,,square,,,,,1212121212,001,blue,green,
,,,,,,,1,,,,1212121212,001,blue,green,
,,,,,,,,1,,,1212121212,001,blue,green,
,,,,,,,,,12.0,,1212121212,001,blue,green,
,,,,,,,,,,0.7,1212121212,001,blue,green,
5,practice,,,,,,,,,,1212121212,001,blue,green,
,,0,,,,,,,,,1212121212,001,blue,green,
,,,high,,,,,,,,1212121212,001,blue,green,
,,,,true,,,,,,,1212121212,001,blue,green,
,,,,,dot,,,,,,1212121212,001,blue,green,
,,,,,,dot,,,,,1212121212,001,blue,green,
,,,,,,,3,,,,1212121212,001,blue,green,
,,,,,,,,1,,,1212121212,001,blue,green,
,,,,,,,,,74.0,,1212121212,001,blue,green,
,,,,,,,,,,0.75,1212121212,001,blue,green,
6,practice,,,,,,,,,,1212121212,001,blue,green,
,,0,,,,,,,,,1212121212,001,blue,green,
,,,low,,,,,,,,1212121212,001,blue,green,
,,,,true,,,,,,,1212121212,001,blue,green,
,,,,,dot,,,,,,1212121212,001,blue,green,
,,,,,,dot,,,,,1212121212,001,blue,green,
,,,,,,,3,,,,1212121212,001,blue,green,
,,,,,,,,1,,,1212121212,001,blue,green,
,,,,,,,,,82.0,,1212121212,001,blue,green,
,,,,,,,,,,0.6499999999999999,1212121212,001,blue,green,
5,practice,,,,,,,,,,1212121212,001,blue,green,
,,90,,,,,,,,,1212121212,001,blue,green,
,,,low,,,,,,,,1212121212,001,blue,green,
,,,,true,,,,,,,1212121212,001,blue,green,
,,,,,square,,,,,,1212121212,001,blue,green,
,,,,,,square,,,,,1212121212,001,blue,green,
,,,,,,,2,,,,1212121212,001,blue,green,
,,,,,,,,1,,,1212121212,001,blue,green,
,,,,,,,,,87.0,,1212121212,001,blue,green,
,,,,,,,,,,0.6499999999999999,1212121212,001,blue,green,
4,practice,,,,,,,,,,1212121212,001,blue,green,
,,0,,,,,,,,,1212121212,001,blue,green,
,,,high,,,,,,,,1212121212,001,blue,green,
,,,,true,,,,,,,1212121212,001,blue,green,
,,,,,dot,,,,,,1212121212,001,blue,green,
,,,,,,square,,,,,1212121212,001,blue,green,
,,,,,,,2,,,,1212121212,001,blue,green,
,,,,,,,,0,,,1212121212,001,blue,green,
,,,,,,,,,79.0,,1212121212,001,blue,green,
,,,,,,,,,,0.7,1212121212,001,blue,green,
0,test,,,,,,,,,,1212121212,001,blue,green,
,,90,,,,,,,,,1212121212,001,blue,green,
,,,high,,,,,,,,1212121212,001,blue,green,
,,,,medium,,,,,,,1212121212,001,blue,green,
,,,,,square,,,,,,1212121212,001,blue,green,
,,,,,,square,,,,,1212121212,001,blue,green,
,,,,,,,2,,,,1212121212,001,blue,green,
,,,,,,,,1,,,1212121212,001,blue,green,
,,,,,,,,,88.0,,1212121212,001,blue,green,
,,,,,,,,,,0.6249999999999999,1212121212,001,blue,green,
1,test,,,,,,,,,,1212121212,001,blue,green,
,,90,,,,,,,,,1212121212,001,blue,green,
,,,high,,,,,,,,1212121212,001,blue,green,
,,,,medium,,,,,,,1212121212,001,blue,green,
,,,,,square,,,,,,1212121212,001,blue,green,
,,,,,,square,,,,,1212121212,001,blue,green,
,,,,,,,2,,,,1212121212,001,blue,green,
,,,,,,,,1,,,1212121212,001,blue,green,
,,,,,,,,,87.0,,1212121212,001,blue,green,
,,,,,,,,,,0.6249999999999999,1212121212,001,blue,green,
8,test,,,,,,,,,,1212121212,001,blue,green,
,,90,,,,,,,,,1212121212,001,blue,green,
,,,low,,,,,,,,1212121212,001,blue,green,
,,,,medium,,,,,,,1212121212,001,blue,green,
,,,,,dot,,,,,,1212121212,001,blue,green,
,,,,,,square,,,,,1212121212,001,blue,green,
,,,,,,,2,,,,1212121212,001,blue,green,
,,,,,,,,0,,,1212121212,001,blue,green,
,,,,,,,,,94.0,,1212121212,001,blue,green,
,,,,,,,,,,0.6249999999999999,1212121212,001,blue,green,
7,test,,,,,,,,,,1212121212,001,blue,green,
,,0,,,,,,,,,1212121212,001,blue,green,
,,,low,,,,,,,,1212121212,001,blue,green,
,,,,medium,,,,,,,1212121212,001,blue,green,
,,,,,square,,,,,,1212121212,001,blue,green,
,,,,,,square,,,,,1212121212,001,blue,green,
,,,,,,,2,,,,1212121212,001,blue,green,
,,,,,,,,1,,,1212121212,001,blue,green,
,,,,,,,,,90.0,,1212121212,001,blue,green,
,,,,,,,,,,0.75,1212121212,001,blue,green,
4,test,,,,,,,,,,1212121212,001,blue,green,
,,0,,,,,,,,,1212121212,001,blue,green,
,,,low,,,,,,,,1212121212,001,blue,green,
,,,,medium,,,,,,,1212121212,001,blue,green,
,,,,,square,,,,,,1212121212,001,blue,green,
,,,,,,square,,,,,1212121212,001,blue,green,
,,,,,,,1,,,,1212121212,001,blue,green,
,,,,,,,,1,,,1212121212,001,blue,green,
,,,,,,,,,20.0,,1212121212,001,blue,green,
,,,,,,,,,,0.75,1212121212,001,blue,green,
8,test,,,,,,,,,,1212121212,001,blue,green,
,,0,,,,,,,,,1212121212,001,blue,green,
,,,high,,,,,,,,1212121212,001,blue,green,
,,,,medium,,,,,,,1212121212,001,blue,green,
,,,,,dot,,,,,,1212121212,001,blue,green,
,,,,,,dot,,,,,1212121212,001,blue,green,
,,,,,,,3,,,,1212121212,001,blue,green,
,,,,,,,,1,,,1212121212,001,blue,green,
,,,,,,,,,79.0,,1212121212,001,blue,green,
,,,,,,,,,,0.75,1212121212,001,blue,green,
7,test,,,,,,,,,,1212121212,001,blue,green,
,,0,,,,,,,,,1212121212,001,blue,green,
,,,high,,,,,,,,1212121212,001,blue,green,
,,,,medium,,,,,,,1212121212,001,blue,green,
,,,,,square,,,,,,1212121212,001,blue,green,
,,,,,,square,,,,,1212121212,001,blue,green,
,,,,,,,2,,,,1212121212,001,blue,green,
,,,,,,,,1,,,1212121212,001,blue,green,
,,,,,,,,,86.0,,1212121212,001,blue,green,
,,,,,,,,,,0.75,1212121212,001,blue,green,
4,test,,,,,,,,,,1212121212,001,blue,green,
,,90,,,,,,,,,1212121212,001,blue,green,
,,,low,,,,,,,,1212121212,001,blue,green,
