isPractice,frame,x,y,donor
1,65,303.0078125,23.28515625,simon1996
1,66,274.8320313,11.01171875,simon1996
1,67,217.5703125,-6.296875,simon1996
1,68,162.109375,-16.921875,simon1996
1,69,62.65234375,-27.79296875,simon1996
1,70,-47.203125,-33.71875,simon1996
1,71,-176.6171875,-38.37890625,simon1996
1,72,-346.46875,-41.05859375,simon1996
1,73,-433.1328125,-40.015625,simon1996
1,74,-527.7070313,-39.66015625,simon1996
1,75,-584.671875,-40.0546875,simon1996
1,76,-596.75,-40.49609375,simon1996
1,77,-607.6914063,-41.41796875,simon1996
1,78,-610.4726563,-41.8515625,simon1996
1,79,-610.4726563,-41.8515625,simon1996
1,80,-610.7265625,-41.9765625,simon1996
1,81,-610.7265625,-41.9765625,simon1996
1,82,-610.1679688,-42.16015625,simon1996
1,83,-605.8632813,-42.8203125,simon1996
1,84,-596.59375,-43.73828125,simon1996
1,85,-562.3945313,-46.0078125,simon1996
1,86,-523.46875,-48.18359375,simon1996
1,87,-444.8007813,-52.45703125,simon1996
1,88,-362.9453125,-57.68359375,simon1996
1,89,-272.5195313,-63.4296875,simon1996
1,90,-159.1679688,-71.0234375,simon1996
1,91,-101.8710938,-74.62109375,simon1996
1,92,-40.625,-77.625,simon1996
1,93,16.1015625,-80.1796875,simon1996
1,94,47.140625,-81.078125,simon1996
1,95,69.03125,-80.98046875,simon1996
1,96,77.71484375,-80.2265625,simon1996
1,97,80.328125,-79.984375,simon1996
1,98,84.3671875,-79.6953125,simon1996
1,99,87.75390625,-79.62109375,simon1996
1,100,96.23046875,-79.82421875,simon1996
1,101,111.46875,-80.75,simon1996
1,102,124.7890625,-81.71484375,simon1996
1,103,136.1445313,-84.12890625,simon1996
1,104,138.4257813,-84.94921875,simon1996
1,105,139.7617188,-85.41796875,simon1996
1,106,139.7617188,-85.41796875,simon1996
1,107,139.7617188,-85.41796875,simon1996
1,108,139.7617188,-85.43359375,simon1996
1,109,139.6757813,-85.53515625,simon1996
1,110,138.3007813,-86.7578125,simon1996
1,111,132.4726563,-91.046875,simon1996
1,112,122.71875,-98.484375,simon1996
1,113,95.48046875,-116.40625,simon1996
1,114,69.703125,-132.8945313,simon1996
1,115,51.27734375,-144.7265625,simon1996
1,116,34.8515625,-154.3828125,simon1996
1,117,16.56640625,-162.828125,simon1996
1,118,-33.95703125,-177.4609375,simon1996
1,119,-108.046875,-191.1054688,simon1996
1,120,-113.3046875,-191.9882813,simon1996
1,121,-148.1835938,-194.1523438,simon1996
1,122,-197.9765625,-190.7304688,simon1996
1,123,-221.9648438,-182.0117188,simon1996
1,124,-241.5820313,-173.3164063,simon1996
1,125,-257.9921875,-166.7539063,simon1996
1,126,-272.7851563,-162.1015625,simon1996
1,127,-278.6875,-160.2773438,simon1996
1,128,-287.109375,-154.578125,simon1996
1,129,-296.5078125,-143.0390625,simon1996
1,130,-306.296875,-127.9179688,simon1996
1,131,-321.734375,-104.859375,simon1996
1,132,-331.734375,-88.73828125,simon1996
1,133,-335.3710938,-74.04296875,simon1996
1,134,-333.078125,-57.875,simon1996
1,135,-323.3828125,-38.12890625,simon1996
1,136,-301.7929688,-8.62890625,simon1996
1,137,-271.6054688,23.09375,simon1996
1,138,-242.4882813,44.078125,simon1996
1,139,-182.1445313,71.54296875,simon1996
1,140,-146.609375,84.1875,simon1996
1,141,-98.9765625,100.5664063,simon1996
1,142,-81.1015625,107.046875,simon1996
1,143,-53.46875,115.6015625,simon1996
1,144,-21.45703125,123.5429688,simon1996
1,145,8.078125,128.3789063,simon1996
1,146,64.9453125,130.6640625,simon1996
1,147,110.2460938,129.9179688,simon1996
1,148,144.8007813,126.1679688,simon1996
1,149,199.5429688,116.7734375,simon1996
1,150,239.0039063,106.4960938,simon1996
1,151,267.921875,96.26953125,simon1996
1,152,305.6367188,81.27734375,simon1996
1,153,323.7929688,72.921875,simon1996
1,154,346.296875,60.28125,simon1996
1,155,372.3203125,43.55078125,simon1996
1,156,392.9101563,26.140625,simon1996
1,157,423.3632813,-7.9453125,simon1996
1,158,438.0820313,-32.46875,simon1996
1,159,449.5820313,-69.6953125,simon1996
1,160,452.3867188,-97.28515625,simon1996
1,161,451.5234375,-121.6328125,simon1996
1,162,447.4296875,-156.09375,simon1996
1,163,442.5703125,-178.2460938,simon1996
1,164,432.1757813,-200.8359375,simon1996
1,165,419.125,-215.9882813,simon1996
1,166,401.5078125,-228.34375,simon1996
1,167,340.90625,-253.5429688,simon1996
1,168,254.7460938,-275.3554688,simon1996
1,169,153.5078125,-290.2226563,simon1996
1,170,19.171875,-302.1054688,simon1996
1,171,-50.57421875,-306.28125,simon1996
1,172,-125.375,-307.0703125,simon1996
1,173,-180.0039063,-305.2617188,simon1996
1,174,-244.1679688,-291.921875,simon1996
1,175,-309.2773438,-263.640625,simon1996
1,176,-363.578125,-225.5429688,simon1996
1,177,-413.421875,-178.5429688,simon1996
1,178,-434.4570313,-152.5625,simon1996
1,179,-445.1015625,-139.8515625,simon1996
1,180,-153.703125,-4.96484375,simon1996
1,181,-153.7070313,-4.96484375,simon1996
1,182,-153.7070313,-4.96484375,simon1996
1,183,-153.7070313,-4.96484375,simon1996
1,184,-153.7070313,-4.96484375,simon1996
1,185,-153.7070313,-4.96484375,simon1996
1,186,-153.7070313,-4.96484375,simon1996
1,187,-153.7070313,-4.96484375,simon1996
1,188,-153.7070313,-4.96484375,simon1996
1,189,-153.7070313,-4.96484375,simon1996
1,190,-153.7070313,-4.96484375,simon1996
1,191,-153.7070313,-4.96484375,simon1996
1,192,-152.515625,-4.3984375,simon1996
1,193,-137.71875,2.41796875,simon1996
1,194,-89.26171875,20.71484375,simon1996
1,195,-62.38671875,32.33203125,simon1996
1,196,-25.02734375,51.39453125,simon1996
1,197,11.078125,74.15625,simon1996
1,198,34.87109375,111,simon1996
1,199,40.94921875,174.1132813,simon1996
1,200,35.34375,229.0703125,simon1996
1,201,28.09765625,260.0625,simon1996
1,202,23.83984375,263.0898438,simon1996
1,203,-10.78125,275.8242188,simon1996
1,204,-55.67578125,283.6875,simon1996
1,205,-112.015625,284.9257813,simon1996
1,206,-189.2578125,276.828125,simon1996
1,207,-246.71875,262.1640625,simon1996
1,208,-306.0039063,231.7460938,simon1996
1,209,-346.7695313,193.484375,simon1996
1,210,-365.9335938,147.8007813,simon1996
1,211,-361.8984375,36.4296875,simon1996
1,212,-314.0351563,-91.2109375,simon1996
1,213,-226.2148438,-198.2304688,simon1996
1,214,-78.6875,-305.46875,simon1996
1,215,40.38671875,-346.1328125,simon1996
1,216,200,-352.078125,simon1996
1,217,278.3085938,-342.421875,simon1996
1,218,384.625,-299.34375,simon1996
1,219,447.7382813,-245.484375,simon1996
1,220,463.5507813,-196.90625,simon1996
1,221,464.578125,-89.50390625,simon1996
1,222,443.7617188,-0.58984375,simon1996
1,223,409.8007813,51.6640625,simon1996
1,224,361.4140625,87.0234375,simon1996
1,225,291.2695313,110.6210938,simon1996
1,226,179.5820313,125.5195313,simon1996
1,227,47.52734375,131.1875,simon1996
1,228,-37.11328125,126.9609375,simon1996
1,229,-138.2382813,105.90625,simon1996
1,230,-170.8828125,87.98828125,simon1996
1,231,-177.0273438,69.33984375,simon1996
1,232,-173.875,32.75390625,simon1996
1,233,-139.734375,-17.2109375,simon1996
1,234,-62.2265625,-78.2890625,simon1996
1,235,2.328125,-110.1210938,simon1996
1,236,54.59765625,-124.0078125,simon1996
1,237,80.16015625,-128.5351563,simon1996
1,238,89.5078125,-127.5976563,simon1996
1,239,111.9101563,-118.3710938,simon1996
1,240,132.1328125,-95.25390625,simon1996
1,241,136.4882813,-59.12109375,simon1996
1,242,113.4453125,15.7109375,simon1996
1,243,59.5078125,91.3203125,simon1996
1,244,-42.125,154.8007813,simon1996
1,245,-140.1210938,178.0351563,simon1996
1,246,-235.5039063,179.3242188,simon1996
1,247,-347.1601563,165.5429688,simon1996
1,248,-385.8242188,148.4335938,simon1996
1,249,-405.9101563,122.2265625,simon1996
1,250,-405.2070313,80.8359375,simon1996
1,251,-371.484375,13.95703125,simon1996
1,252,-285.421875,-54.62890625,simon1996
1,253,-197.5664063,-89.08203125,simon1996
1,254,-59.53125,-100.8789063,simon1996
1,255,92.47265625,-85.36328125,simon1996
1,256,217.3242188,-55.60546875,simon1996
1,257,343.6757813,-8.36328125,simon1996
1,258,416.109375,30.60546875,simon1996
1,259,443.109375,50.42578125,simon1996
1,260,454.3476563,60.03515625,simon1996
1,261,437.7578125,68.01171875,simon1996
1,262,349.8632813,92.75,simon1996
1,263,214.6757813,120.7148438,simon1996
1,264,42.46875,137.1132813,simon1996
1,265,-108.8789063,137.3164063,simon1996
1,266,-232.8828125,128.65625,simon1996
1,267,-357.2890625,108.8046875,simon1996
1,268,-394.6640625,93.34375,simon1996
1,269,-407.6640625,74.92578125,simon1996
1,270,-410.3125,49.6796875,simon1996
1,271,-395.9101563,25.19921875,simon1996
1,272,-353.5546875,-8.23046875,simon1996
1,273,-306.2773438,-29.96484375,simon1996
1,274,-262.7578125,-39.640625,simon1996
1,275,-182.109375,-43.6484375,simon1996
1,276,-91.546875,-41.19140625,simon1996
1,277,38.79296875,-32.08203125,simon1996
1,278,115.671875,-26.01953125,simon1996
1,279,164.4960938,-20.0703125,simon1996
1,280,180.1953125,-17.4453125,simon1996
1,281,180.8867188,-17.24609375,simon1996
1,282,180.8867188,-17.24609375,simon1996
1,283,142.046875,7.203125,simon1996
1,284,92.5234375,25.9375,simon1996
1,285,0.41015625,48.29296875,simon1996
1,286,-89.90234375,60.13671875,simon1996
1,287,-175.8007813,63.71875,simon1996
1,288,-268,64.51953125,simon1996
1,289,-301.5820313,64.359375,simon1996
1,290,-314.875,64.89453125,simon1996
1,291,-314.8789063,64.90234375,simon1996
1,292,-315.2734375,65.4609375,simon1996
1,293,-316.7382813,67.11328125,simon1996
1,294,-317.0976563,67.234375,simon1996
1,295,-317.0976563,67.234375,simon1996
1,296,-317.0976563,67.234375,simon1996
1,297,-309.3203125,66.52734375,simon1996
1,298,-257.9296875,61.08203125,simon1996
1,299,-174.6210938,52.5390625,simon1996
1,300,-15.83203125,31.5078125,simon1996
1,301,147.9296875,9.625,simon1996
1,302,219.65625,2.1953125,simon1996
1,303,283.40625,-0.82421875,simon1996
1,304,301.7578125,-1.2265625,simon1996
1,305,302.8203125,-1.2265625,simon1996
1,306,302.484375,-1.30859375,simon1996
1,307,281.9804688,-3.69140625,simon1996
1,308,197.6484375,-12.9921875,simon1996
1,309,116.5546875,-23.75390625,simon1996
1,310,-52.08984375,-48.37890625,simon1996
1,311,-172.5117188,-71.296875,simon1996
1,312,-242.6171875,-86.84765625,simon1996
1,313,-296.8125,-99.765625,simon1996
1,314,-317.0429688,-105.2460938,simon1996
1,315,-325.4335938,-108.2382813,simon1996
1,316,-329.8515625,-110.9023438,simon1996
1,317,-330.5429688,-112.9804688,simon1996
1,318,-327.9609375,-117.96875,simon1996
1,319,-300.0703125,-124.5664063,simon1996
1,320,-244.2851563,-126.3398438,simon1996
1,321,-148.1835938,-122.1835938,simon1996
1,322,-34.74609375,-112.8007813,simon1996
1,323,63.6328125,-99.74609375,simon1996
1,324,133.2929688,-87.44921875,simon1996
1,325,183.4257813,-74.5,simon1996
1,326,204.078125,-67.9375,simon1996
1,327,205.3164063,-67.515625,simon1996
1,328,206.6953125,-66.09375,simon1996
1,329,206.5585938,-64.6640625,simon1996
1,330,204.6210938,-62.85546875,simon1996
1,331,201.2929688,-60.62109375,simon1996
1,332,198.4453125,-58.6953125,simon1996
1,333,196.6796875,-56.9765625,simon1996
1,334,196.40625,-56.67578125,simon1996
1,335,196.40625,-56.67578125,simon1996
1,336,196.40625,-56.67578125,simon1996
1,337,196.40625,-56.67578125,simon1996
1,338,196.40625,-56.67578125,simon1996
1,339,196.40625,-56.67578125,simon1996
1,340,196.40625,-56.67578125,simon1996
1,341,196.40625,-56.67578125,simon1996
1,342,196.40625,-56.67578125,simon1996
1,343,196.40625,-56.67578125,simon1996
1,344,196.40625,-56.67578125,simon1996
1,345,196.40625,-56.67578125,simon1996
1,346,196.40625,-56.67578125,simon1996
1,347,196.40625,-56.67578125,simon1996
1,348,213.21875,-47.578125,simon1996
1,349,235.4023438,-33.28125,simon1996
1,350,234.7617188,-7.8046875,simon1996
1,351,225.9101563,33.20703125,simon1996
1,352,205.484375,68.5546875,simon1996
1,353,164.5898438,117.3867188,simon1996
1,354,106.765625,167.8945313,simon1996
1,355,41.2578125,214.2148438,simon1996
1,356,-0.12109375,236.3476563,simon1996
1,357,-69.1328125,253.3945313,simon1996
1,358,-131.8164063,260.0703125,simon1996
1,359,-182.96875,260.8710938,simon1996
1,360,-153.1992188,-2.5390625,simon1996
1,361,-153.0234375,-2.36328125,simon1996
1,362,-153.0195313,-2.30859375,simon1996
1,363,-153.0195313,-2.26171875,simon1996
1,364,-152.9335938,-2.26171875,simon1996
1,365,-152.9257813,-2.26171875,simon1996
1,366,-152.8085938,-2.0234375,simon1996
1,367,-150.6953125,-0.42578125,simon1996
1,368,-145.7421875,2.94140625,simon1996
1,369,-134.1679688,11.1171875,simon1996
1,370,-110.9609375,28.6953125,simon1996
1,371,-84.4296875,50.78515625,simon1996
1,372,-53.28515625,78.5625,simon1996
1,373,-28.30078125,107.1601563,simon1996
1,374,11.4453125,169.5039063,simon1996
1,375,54.12890625,237.4804688,simon1996
1,376,71.3984375,268.9570313,simon1996
1,377,71.12109375,269.3203125,simon1996
1,378,67.92578125,271.234375,simon1996
1,379,60.65234375,273.453125,simon1996
1,380,53.2734375,273.7578125,simon1996
1,381,46.84765625,271.6210938,simon1996
1,382,40.23046875,266.484375,simon1996
1,383,33.42578125,256.453125,simon1996
1,384,25.47265625,243.3203125,simon1996
1,385,7.2265625,218.1875,simon1996
1,386,-14.96484375,195.0976563,simon1996
1,387,-42.53125,167.1132813,simon1996
1,388,-60.47265625,147.078125,simon1996
1,389,-70.1328125,128.09375,simon1996
1,390,-72.6640625,100.984375,simon1996
1,391,-66.09375,76.9453125,simon1996
1,392,-28.390625,27.5546875,simon1996
1,393,49.24609375,-33.28125,simon1996
1,394,137.1757813,-75.6015625,simon1996
1,395,229.34375,-105.4296875,simon1996
1,396,291.5625,-113.5859375,simon1996
1,397,327.3320313,-111.7070313,simon1996
1,398,360.640625,-102.2109375,simon1996
1,399,386.9023438,-82.140625,simon1996
1,400,423.3515625,-21.80859375,simon1996
1,401,439.8710938,35.84375,simon1996
1,402,432.7460938,114.2148438,simon1996
1,403,391.0585938,168.375,simon1996
1,404,298.8203125,209.875,simon1996
1,405,105.5390625,263.390625,simon1996
1,406,-70.6015625,295.6015625,simon1996
1,407,-233.2226563,303.1523438,simon1996
1,408,-366.3320313,295.8320313,simon1996
1,409,-459.78125,280.78125,simon1996
1,410,-552.34375,245.5546875,simon1996
1,411,-591.1328125,221.8632813,simon1996
1,412,-601.3828125,209.0976563,simon1996
1,413,-615.0976563,174.2265625,simon1996
1,414,-616.8515625,136.2460938,simon1996
1,415,-607.4804688,82.1953125,simon1996
1,416,-586.484375,37.05078125,simon1996
1,417,-537.0039063,-12.9140625,simon1996
1,418,-453.4492188,-65.64453125,simon1996
1,419,-365.6796875,-99.984375,simon1996
1,420,-231.9492188,-128.640625,simon1996
1,421,-109.21875,-137.3164063,simon1996
1,422,-50.02734375,-135.140625,simon1996
1,423,4.3984375,-126.6757813,simon1996
1,424,43.6484375,-110.4257813,simon1996
1,425,78.546875,-83.40234375,simon1996
1,426,109.359375,-50.9140625,simon1996
1,427,124.1171875,-33.08203125,simon1996
1,428,131.3828125,-23.1796875,simon1996
1,429,131.4375,-22.78515625,simon1996
1,430,131.6054688,-18.93359375,simon1996
1,431,129.5078125,-13.22265625,simon1996
1,432,121.3476563,-4.83984375,simon1996
1,433,103.6796875,5.7578125,simon1996
1,434,74.5390625,14.1015625,simon1996
1,435,1.56640625,26.1015625,simon1996
1,436,-88.9375,37.078125,simon1996
1,437,-131.4960938,41.3984375,simon1996
1,438,-164.6523438,45.9296875,simon1996
1,439,-169.6015625,46.41796875,simon1996
1,440,-169.6015625,46.41796875,simon1996
1,441,-169.6015625,46.41796875,simon1996
1,442,-169.6015625,46.41796875,simon1996
1,443,-169.6015625,46.41796875,simon1996
1,444,-169.6015625,46.41796875,simon1996
1,445,-169.6015625,46.41796875,simon1996
1,446,-169.8984375,46.41796875,simon1996
1,447,-170.8554688,46.5546875,simon1996
1,448,-172.6914063,46.5546875,simon1996
1,449,-173.890625,46.5546875,simon1996
1,450,-173.6914063,46.515625,simon1996
1,451,-168.5234375,45.20703125,simon1996
1,452,-150.4453125,41.37109375,simon1996
1,453,-88.19140625,31.46484375,simon1996
1,454,33.6640625,15.28125,simon1996
1,455,145.5859375,3.52734375,simon1996
1,456,279.9257813,-6.48828125,simon1996
1,457,321.5546875,-7.55078125,simon1996
1,458,359.21875,-7.69140625,simon1996
1,459,378.0351563,-8.125,simon1996
1,460,393.0234375,-8.125,simon1996
1,461,402.484375,-8.16796875,simon1996
1,462,402.7617188,-8.18359375,simon1996
1,463,402.7265625,-8.21484375,simon1996
1,464,399.5390625,-9.609375,simon1996
1,465,388.7148438,-12.92578125,simon1996
1,466,348.59375,-20.015625,simon1996
1,467,267.3945313,-27.53515625,simon1996
1,468,116.7421875,-34.2578125,simon1996
1,469,24.5,-37.17578125,simon1996
1,470,-178.4609375,-49.75,simon1996
1,471,-262.953125,-57.94921875,simon1996
1,472,-279.640625,-60.0859375,simon1996
1,473,-279.640625,-60.0859375,simon1996
1,474,-279.6679688,-60.109375,simon1996
1,475,-281.96875,-61.23828125,simon1996
1,476,-281.96875,-61.23828125,simon1996
1,477,-284.5390625,-61.94921875,simon1996
1,478,-288.5664063,-62.15234375,simon1996
1,479,-296.453125,-61.734375,simon1996
1,480,-304.5078125,-60.1875,simon1996
1,481,-315.9375,-56.42578125,simon1996
1,482,-322.0234375,-54.7890625,simon1996
1,483,-322.8710938,-54.6015625,simon1996
1,484,-322.8710938,-54.6015625,simon1996
1,485,-322.8710938,-54.6015625,simon1996
1,486,-322.8710938,-54.6015625,simon1996
1,487,-322.8710938,-54.6015625,simon1996
1,488,-322.203125,-54.6015625,simon1996
1,489,-308.0234375,-54.6015625,simon1996
1,490,-272.8671875,-54.6015625,simon1996
1,491,-187.8984375,-53.90234375,simon1996
1,492,-105.4570313,-53.12890625,simon1996
1,493,-54.40625,-51.91015625,simon1996
1,494,19.578125,-49.3203125,simon1996
1,495,78.484375,-48.29296875,simon1996
1,496,140.4414063,-47.94921875,simon1996
1,497,189.0742188,-47.94921875,simon1996
1,498,205.90625,-48.31640625,simon1996
1,499,214.484375,-48.5859375,simon1996
1,500,214.734375,-48.58984375,simon1996
1,501,214.734375,-48.58984375,simon1996
1,502,214.734375,-48.58984375,simon1996
1,503,214.734375,-48.58984375,simon1996
1,504,214.734375,-48.58984375,simon1996
1,505,214.734375,-48.58984375,simon1996
1,506,214.6601563,-48.66015625,simon1996
1,507,213.8125,-48.828125,simon1996
1,508,210.9414063,-49.18359375,simon1996
1,509,203.7539063,-49.48828125,simon1996
1,510,188.34375,-49.86328125,simon1996
1,511,160.0117188,-49.59765625,simon1996
1,512,122.828125,-48.2421875,simon1996
1,513,63.3125,-44.671875,simon1996
1,514,-35.015625,-39.51953125,simon1996
1,515,-129.1914063,-35.48828125,simon1996
1,516,-212.4257813,-33.953125,simon1996
1,517,-279.7382813,-33.72265625,simon1996
1,518,-279.7382813,-33.72265625,simon1996
1,519,-286.484375,-33.72265625,simon1996
1,520,-288.0429688,-33.66015625,simon1996
1,521,-288.0429688,-33.66015625,simon1996
1,522,-288.0429688,-33.66015625,simon1996
1,523,-288.0429688,-33.66015625,simon1996
1,524,-287.78125,-33.52734375,simon1996
1,525,-286.4921875,-33.03125,simon1996
1,526,-281.6601563,-32.05078125,simon1996
1,527,-269.2695313,-30.89453125,simon1996
1,528,-256.03125,-29.94140625,simon1996
1,529,-220.8945313,-29.24609375,simon1996
1,530,-190.7148438,-28.30078125,simon1996
1,531,-140.4179688,-25.76953125,simon1996
1,532,-56.6171875,-20.91015625,simon1996
1,533,6.98828125,-17.73046875,simon1996
1,534,66.265625,-16.44140625,simon1996
1,535,122.7382813,-15.84375,simon1996
1,536,169.6210938,-16.64453125,simon1996
1,537,218.5,-16.64453125,simon1996
1,538,247.8125,-16.23046875,simon1996
1,539,266.953125,-15.3671875,simon1996
1,540,-151.7890625,-2.64453125,simon1996
1,541,-151.7890625,-2.64453125,simon1996
1,542,-151.7890625,-2.64453125,simon1996
1,543,-151.7890625,-2.64453125,simon1996
1,544,-151.2929688,-2.44140625,simon1996
1,545,-148.3945313,-1.01171875,simon1996
1,546,-140.1054688,2.75,simon1996
1,547,-116.4414063,15.19140625,simon1996
1,548,-95.3359375,29.52734375,simon1996
1,549,-83.04296875,40.31640625,simon1996
1,550,-75.04296875,50.69921875,simon1996
1,551,-67.76171875,69.33203125,simon1996
1,552,-62.83203125,105.3046875,simon1996
1,553,-65.1875,141.3203125,simon1996
1,554,-76.1328125,173.0117188,simon1996
1,555,-83.58984375,183.515625,simon1996
1,556,-92.35546875,188.4023438,simon1996
1,557,-108.6015625,193.7070313,simon1996
1,558,-136.2929688,195.09375,simon1996
1,559,-167.125,191.5351563,simon1996
1,560,-204.0429688,183.6445313,simon1996
1,561,-229.8671875,175.6601563,simon1996
1,562,-253.7226563,162.6484375,simon1996
1,563,-271.78125,145.5976563,simon1996
1,564,-280.3007813,130.984375,simon1996
1,565,-287.53125,100.796875,simon1996
1,566,-286.7773438,66.9921875,simon1996
1,567,-270.5078125,12.88671875,simon1996
1,568,-237.3515625,-37.80078125,simon1996
1,569,-186.8554688,-79.5859375,simon1996
1,570,-126.0585938,-113.3007813,simon1996
1,571,-80.26171875,-127.2617188,simon1996
1,572,-34.765625,-130.8828125,simon1996
1,573,21.16015625,-126.6875,simon1996
1,574,47.55859375,-115.6484375,simon1996
1,575,75.68359375,-78.58203125,simon1996
1,576,90.03125,-19.14453125,simon1996
1,577,86.95703125,36.125,simon1996
1,578,72.171875,91.28125,simon1996
1,579,56.0390625,118.09375,simon1996
1,580,15.5625,142.5820313,simon1996
1,581,-40.08203125,162.5625,simon1996
1,582,-128.7539063,176.578125,simon1996
1,583,-225.6601563,179.84375,simon1996
1,584,-269.6601563,176.734375,simon1996
1,585,-318.34375,165.4179688,simon1996
1,586,-337.4882813,155.0117188,simon1996
1,587,-345.2226563,139.8164063,simon1996
1,588,-347.5585938,112.046875,simon1996
1,589,-338.046875,76.5625,simon1996
1,590,-304.6132813,29.4609375,simon1996
1,591,-244.0078125,-26.21484375,simon1996
1,592,-187.8671875,-60.27734375,simon1996
1,593,-113.6640625,-87.60546875,simon1996
1,594,-42.6328125,-99.51171875,simon1996
1,595,40.81640625,-98.54296875,simon1996
1,596,145.8046875,-84.7265625,simon1996
1,597,230.6601563,-40.5,simon1996
1,598,282.2382813,30.94921875,simon1996
1,599,286.9921875,110.7148438,simon1996
1,600,238.7265625,204.6640625,simon1996
1,601,166.65625,272.2226563,simon1996
1,602,65.953125,297.3085938,simon1996
1,603,-103.109375,306.0820313,simon1996
1,604,-221.7460938,298.6914063,simon1996
1,605,-291.859375,276.625,simon1996
1,606,-333.1484375,250.3007813,simon1996
1,607,-341.4492188,234.5,simon1996
1,608,-330.0429688,186.78125,simon1996
1,609,-289.5234375,141.109375,simon1996
1,610,-172.84375,68.8046875,simon1996
1,611,-90.5546875,33.1953125,simon1996
1,612,-44.0625,25.61328125,simon1996
1,613,8.3984375,31.859375,simon1996
1,614,40.2265625,50.10546875,simon1996
1,615,61.38671875,87.26953125,simon1996
1,616,65.31640625,134.8125,simon1996
1,617,46.6328125,170.3203125,simon1996
1,618,-12.50390625,204.3125,simon1996
1,619,-96.12109375,221.7695313,simon1996
1,620,-151.3007813,220.6992188,simon1996
1,621,-216.0625,208.1484375,simon1996
1,622,-227.3828125,198.8476563,simon1996
1,623,-227.8085938,164.125,simon1996
1,624,-209.0703125,112.453125,simon1996
1,625,-141.9765625,50.953125,simon1996
1,626,-32.078125,-5.93359375,simon1996
1,627,54.96484375,-30.6953125,simon1996
1,628,151.5039063,-33.35546875,simon1996
1,629,219.8125,-19.3203125,simon1996
1,630,248.90625,-2.0078125,simon1996
1,631,276.1015625,31.66796875,simon1996
1,632,291.015625,77.17578125,simon1996
1,633,281.7460938,122.1289063,simon1996
1,634,220.484375,186.5234375,simon1996
1,635,144.1796875,221.484375,simon1996
1,636,-13.7421875,243.9375,simon1996
1,637,-143.8203125,241.3203125,simon1996
1,638,-230.765625,226.9375,simon1996
1,639,-323.3125,190.984375,simon1996
1,640,-360.7617188,156.1640625,simon1996
1,641,-385.8828125,88.51953125,simon1996
1,642,-371.9726563,20.40234375,simon1996
1,643,-313.4140625,-48.44140625,simon1996
1,644,-213.0703125,-122.1171875,simon1996
1,645,-150.390625,-151.71875,simon1996
1,646,-74.04296875,-166.5117188,simon1996
1,647,-3.58984375,-170.703125,simon1996
