isPractice,frame,x,y,Participant,practiceTrial,propBefore,practiceCorr,stair_converged,stair_finalProp,personalMinMove,final_score,correct_above_60,bonus_usd,participant_id
1,26,-250.0195313,-112.6367188,68348cbcb4102122787fdbd0,,,,,,,,,,
1,27,-278.3632813,-96.46484375,68348cbcb4102122787fdbd0,,,,,,,,,,
1,28,-302.2265625,-74.09375,68348cbcb4102122787fdbd0,,,,,,,,,,
1,29,-325.0546875,-40.078125,68348cbcb4102122787fdbd0,,,,,,,,,,
1,30,-347.1875,-3.84375,68348cbcb4102122787fdbd0,,,,,,,,,,
1,31,-357.1171875,14.02734375,68348cbcb4102122787fdbd0,,,,,,,,,,
1,32,-365.7734375,36.5546875,68348cbcb4102122787fdbd0,,,,,,,,,,
1,33,-366.0195313,51.1640625,68348cbcb4102122787fdbd0,,,,,,,,,,
1,34,-359.3203125,62.8671875,68348cbcb4102122787fdbd0,,,,,,,,,,
1,35,-337.03125,80.4765625,68348cbcb4102122787fdbd0,,,,,,,,,,
1,36,-296.4414063,98.5703125,68348cbcb4102122787fdbd0,,,,,,,,,,
1,37,-230.2109375,116.0820313,68348cbcb4102122787fdbd0,,,,,,,,,,
1,38,-123.5976563,129.3945313,68348cbcb4102122787fdbd0,,,,,,,,,,
1,39,1.75,137.3828125,68348cbcb4102122787fdbd0,,,,,,,,,,
1,40,80.62890625,137.4921875,68348cbcb4102122787fdbd0,,,,,,,,,,
1,41,164.5703125,130.8242188,68348cbcb4102122787fdbd0,,,,,,,,,,
1,42,241.890625,120.5,68348cbcb4102122787fdbd0,,,,,,,,,,
1,43,299.625,110.7109375,68348cbcb4102122787fdbd0,,,,,,,,,,
1,44,328.2851563,104.5820313,68348cbcb4102122787fdbd0,,,,,,,,,,
1,45,349.2109375,99.96875,68348cbcb4102122787fdbd0,,,,,,,,,,
1,46,354.203125,98.6171875,68348cbcb4102122787fdbd0,,,,,,,,,,
1,47,355.53125,97.7578125,68348cbcb4102122787fdbd0,,,,,,,,,,
1,48,356.890625,96.12890625,68348cbcb4102122787fdbd0,,,,,,,,,,
1,49,357.3046875,94.80078125,68348cbcb4102122787fdbd0,,,,,,,,,,
1,50,357.0859375,93.28125,68348cbcb4102122787fdbd0,,,,,,,,,,
1,51,355.4453125,91.3125,68348cbcb4102122787fdbd0,,,,,,,,,,
1,52,353.734375,89.88671875,68348cbcb4102122787fdbd0,,,,,,,,,,
1,53,352.15625,88.51953125,68348cbcb4102122787fdbd0,,,,,,,,,,
1,54,349.4335938,86.453125,68348cbcb4102122787fdbd0,,,,,,,,,,
1,55,345.8945313,84.37890625,68348cbcb4102122787fdbd0,,,,,,,,,,
1,56,340.5117188,82.0078125,68348cbcb4102122787fdbd0,,,,,,,,,,
1,57,334.1601563,79.7265625,68348cbcb4102122787fdbd0,,,,,,,,,,
1,58,329.6875,78.6484375,68348cbcb4102122787fdbd0,,,,,,,,,,
1,59,322.0742188,77.34375,68348cbcb4102122787fdbd0,,,,,,,,,,
1,60,304.921875,74.98046875,68348cbcb4102122787fdbd0,,,,,,,,,,
1,61,249.4882813,67.4140625,68348cbcb4102122787fdbd0,,,,,,,,,,
1,62,85.0625,42.58984375,68348cbcb4102122787fdbd0,,,,,,,,,,
1,63,-139.9570313,9.328125,68348cbcb4102122787fdbd0,,,,,,,,,,
1,64,-339.7421875,-15.71875,68348cbcb4102122787fdbd0,,,,,,,,,,
1,65,-479.0585938,-28.91796875,68348cbcb4102122787fdbd0,,,,,,,,,,
1,66,-566.2226563,-34.1015625,68348cbcb4102122787fdbd0,,,,,,,,,,
1,67,-592.5585938,-34.18359375,68348cbcb4102122787fdbd0,,,,,,,,,,
1,68,-596.3007813,-34.12890625,68348cbcb4102122787fdbd0,,,,,,,,,,
1,69,-597.1015625,-34.05859375,68348cbcb4102122787fdbd0,,,,,,,,,,
1,70,-597.1210938,-34.0546875,68348cbcb4102122787fdbd0,,,,,,,,,,
1,71,-597.4492188,-33.98828125,68348cbcb4102122787fdbd0,,,,,,,,,,
1,72,-597.8945313,-33.91015625,68348cbcb4102122787fdbd0,,,,,,,,,,
1,73,-598.0273438,-33.91015625,68348cbcb4102122787fdbd0,,,,,,,,,,
1,74,-598.0273438,-33.91015625,68348cbcb4102122787fdbd0,,,,,,,,,,
1,75,-597.828125,-33.70703125,68348cbcb4102122787fdbd0,,,,,,,,,,
1,76,-595.0351563,-32.37109375,68348cbcb4102122787fdbd0,,,,,,,,,,
1,77,-588.5195313,-30.60546875,68348cbcb4102122787fdbd0,,,,,,,,,,
1,78,-564.625,-25.953125,68348cbcb4102122787fdbd0,,,,,,,,,,
1,79,-515.1601563,-19.05078125,68348cbcb4102122787fdbd0,,,,,,,,,,
1,80,-450.5742188,-12.57421875,68348cbcb4102122787fdbd0,,,,,,,,,,
1,81,-298.6992188,-0.484375,68348cbcb4102122787fdbd0,,,,,,,,,,
1,82,-163.4296875,8.15625,68348cbcb4102122787fdbd0,,,,,,,,,,
1,83,-13.3515625,13.37890625,68348cbcb4102122787fdbd0,,,,,,,,,,
1,84,138.5078125,17.328125,68348cbcb4102122787fdbd0,,,,,,,,,,
1,85,248.3164063,21.0859375,68348cbcb4102122787fdbd0,,,,,,,,,,
1,86,301.5625,21.921875,68348cbcb4102122787fdbd0,,,,,,,,,,
1,87,361.84375,22.52734375,68348cbcb4102122787fdbd0,,,,,,,,,,
1,88,380.9257813,22.78515625,68348cbcb4102122787fdbd0,,,,,,,,,,
1,89,380.9257813,22.78515625,68348cbcb4102122787fdbd0,,,,,,,,,,
1,90,380.9257813,22.78515625,68348cbcb4102122787fdbd0,,,,,,,,,,
1,91,380.9257813,22.78515625,68348cbcb4102122787fdbd0,,,,,,,,,,
1,92,380.421875,22.859375,68348cbcb4102122787fdbd0,,,,,,,,,,
1,93,378.7109375,23.03125,68348cbcb4102122787fdbd0,,,,,,,,,,
1,94,375.6210938,23.38671875,68348cbcb4102122787fdbd0,,,,,,,,,,
1,95,373.7734375,23.42578125,68348cbcb4102122787fdbd0,,,,,,,,,,
1,96,370.3789063,23.60546875,68348cbcb4102122787fdbd0,,,,,,,,,,
1,97,363.6484375,23.609375,68348cbcb4102122787fdbd0,,,,,,,,,,
1,98,354.6132813,23.609375,68348cbcb4102122787fdbd0,,,,,,,,,,
1,99,332.5078125,23.4609375,68348cbcb4102122787fdbd0,,,,,,,,,,
1,100,281.9648438,21.6796875,68348cbcb4102122787fdbd0,,,,,,,,,,
1,101,189.5546875,16.26953125,68348cbcb4102122787fdbd0,,,,,,,,,,
1,102,68.796875,9.91015625,68348cbcb4102122787fdbd0,,,,,,,,,,
1,103,-60.12109375,3,68348cbcb4102122787fdbd0,,,,,,,,,,
1,104,-143.4492188,-1.88671875,68348cbcb4102122787fdbd0,,,,,,,,,,
1,105,-225.8007813,-4.90625,68348cbcb4102122787fdbd0,,,,,,,,,,
1,106,-264.1679688,-5.765625,68348cbcb4102122787fdbd0,,,,,,,,,,
1,107,-272.7773438,-6.1484375,68348cbcb4102122787fdbd0,,,,,,,,,,
1,108,-283.2929688,-6.68359375,68348cbcb4102122787fdbd0,,,,,,,,,,
1,109,-290.171875,-6.828125,68348cbcb4102122787fdbd0,,,,,,,,,,
1,110,-295.8320313,-7.11328125,68348cbcb4102122787fdbd0,,,,,,,,,,
1,111,-302.890625,-7.3515625,68348cbcb4102122787fdbd0,,,,,,,,,,
1,112,-309.1601563,-7.42578125,68348cbcb4102122787fdbd0,,,,,,,,,,
1,113,-310.8515625,-7.42578125,68348cbcb4102122787fdbd0,,,,,,,,,,
1,114,-310.8515625,-7.42578125,68348cbcb4102122787fdbd0,,,,,,,,,,
1,115,-310.8515625,-7.42578125,68348cbcb4102122787fdbd0,,,,,,,,,,
1,116,-310.8515625,-7.42578125,68348cbcb4102122787fdbd0,,,,,,,,,,
1,117,-310.5585938,-7.24609375,68348cbcb4102122787fdbd0,,,,,,,,,,
1,118,-309.4453125,-6.52734375,68348cbcb4102122787fdbd0,,,,,,,,,,
1,119,-308.34375,-5.92578125,68348cbcb4102122787fdbd0,,,,,,,,,,
1,120,-306.3867188,-5.60546875,68348cbcb4102122787fdbd0,,,,,,,,,,
1,121,-297.3515625,-4.75,68348cbcb4102122787fdbd0,,,,,,,,,,
1,122,-271.90625,-2.43359375,68348cbcb4102122787fdbd0,,,,,,,,,,
1,123,-175.4023438,-1.37890625,68348cbcb4102122787fdbd0,,,,,,,,,,
1,124,-38.296875,-1.2109375,68348cbcb4102122787fdbd0,,,,,,,,,,
1,125,112.5351563,-4.23828125,68348cbcb4102122787fdbd0,,,,,,,,,,
1,126,261.2695313,-7.6171875,68348cbcb4102122787fdbd0,,,,,,,,,,
1,127,451.4453125,-10.58203125,68348cbcb4102122787fdbd0,,,,,,,,,,
1,128,566.2265625,-10.3828125,68348cbcb4102122787fdbd0,,,,,,,,,,
1,129,633.4179688,-9.2265625,68348cbcb4102122787fdbd0,,,,,,,,,,
1,130,650.9335938,-8.98046875,68348cbcb4102122787fdbd0,,,,,,,,,,
1,131,651.4570313,-8.98046875,68348cbcb4102122787fdbd0,,,,,,,,,,
1,132,651.4570313,-8.98046875,68348cbcb4102122787fdbd0,,,,,,,,,,
1,133,651.4570313,-8.98046875,68348cbcb4102122787fdbd0,,,,,,,,,,
1,134,650.8203125,-8.98046875,68348cbcb4102122787fdbd0,,,,,,,,,,
1,135,650.6679688,-8.98046875,68348cbcb4102122787fdbd0,,,,,,,,,,
1,136,650.6679688,-8.98046875,68348cbcb4102122787fdbd0,,,,,,,,,,
1,137,650.6679688,-8.98046875,68348cbcb4102122787fdbd0,,,,,,,,,,
1,138,649.9296875,-8.98046875,68348cbcb4102122787fdbd0,,,,,,,,,,
1,139,648.1523438,-8.98046875,68348cbcb4102122787fdbd0,,,,,,,,,,
1,140,646.046875,-8.98046875,68348cbcb4102122787fdbd0,,,,,,,,,,
1,141,638.9140625,-8.98046875,68348cbcb4102122787fdbd0,,,,,,,,,,
1,142,619.6953125,-9.08984375,68348cbcb4102122787fdbd0,,,,,,,,,,
1,143,570.3515625,-10.421875,68348cbcb4102122787fdbd0,,,,,,,,,,
1,144,453.9648438,-16.58203125,68348cbcb4102122787fdbd0,,,,,,,,,,
1,145,240.765625,-28.140625,68348cbcb4102122787fdbd0,,,,,,,,,,
1,146,59.015625,-37.171875,68348cbcb4102122787fdbd0,,,,,,,,,,
1,147,-164.8125,-44.08203125,68348cbcb4102122787fdbd0,,,,,,,,,,
1,148,-285.1445313,-46.3984375,68348cbcb4102122787fdbd0,,,,,,,,,,
1,149,-352.2226563,-46.515625,68348cbcb4102122787fdbd0,,,,,,,,,,
1,150,-386.6875,-46.515625,68348cbcb4102122787fdbd0,,,,,,,,,,
1,151,-401.796875,-46.515625,68348cbcb4102122787fdbd0,,,,,,,,,,
1,152,-403.8828125,-46.515625,68348cbcb4102122787fdbd0,,,,,,,,,,
1,153,-403.8828125,-46.515625,68348cbcb4102122787fdbd0,,,,,,,,,,
1,154,-403.8828125,-46.515625,68348cbcb4102122787fdbd0,,,,,,,,,,
1,155,-403.8828125,-46.515625,68348cbcb4102122787fdbd0,,,,,,,,,,
1,156,-403.8828125,-46.515625,68348cbcb4102122787fdbd0,,,,,,,,,,
1,157,-403.8828125,-46.515625,68348cbcb4102122787fdbd0,,,,,,,,,,
1,158,-403.8828125,-46.515625,68348cbcb4102122787fdbd0,,,,,,,,,,
1,159,-403.8828125,-46.515625,68348cbcb4102122787fdbd0,,,,,,,,,,
1,160,-403.8828125,-46.515625,68348cbcb4102122787fdbd0,,,,,,,,,,
1,161,-403.8828125,-46.515625,68348cbcb4102122787fdbd0,,,,,,,,,,
1,162,-403.8828125,-46.515625,68348cbcb4102122787fdbd0,,,,,,,,,,
1,163,-403.8828125,-46.515625,68348cbcb4102122787fdbd0,,,,,,,,,,
1,164,-403.8828125,-46.515625,68348cbcb4102122787fdbd0,,,,,,,,,,
1,165,-403.8828125,-46.515625,68348cbcb4102122787fdbd0,,,,,,,,,,
1,166,-403.1953125,-46.515625,68348cbcb4102122787fdbd0,,,,,,,,,,
1,167,-398.859375,-46.0625,68348cbcb4102122787fdbd0,,,,,,,,,,
1,168,-367.5585938,-42.1484375,68348cbcb4102122787fdbd0,,,,,,,,,,
1,169,-299.3710938,-36.44921875,68348cbcb4102122787fdbd0,,,,,,,,,,
1,170,-162.2734375,-28.25390625,68348cbcb4102122787fdbd0,,,,,,,,,,
1,171,-31.6171875,-19.296875,68348cbcb4102122787fdbd0,,,,,,,,,,
1,172,93.14453125,-11.8046875,68348cbcb4102122787fdbd0,,,,,,,,,,
1,173,209.1953125,-8.0546875,68348cbcb4102122787fdbd0,,,,,,,,,,
1,174,269.3867188,-7.8359375,68348cbcb4102122787fdbd0,,,,,,,,,,
1,175,340.1679688,-8.41015625,68348cbcb4102122787fdbd0,,,,,,,,,,
1,176,388.4375,-8.48828125,68348cbcb4102122787fdbd0,,,,,,,,,,
1,177,410.5078125,-8.48828125,68348cbcb4102122787fdbd0,,,,,,,,,,
1,178,411.2460938,-8.48828125,68348cbcb4102122787fdbd0,,,,,,,,,,
1,179,411.8710938,-8.48828125,68348cbcb4102122787fdbd0,,,,,,,,,,
1,180,-159.140625,-15.03515625,68348cbcb4102122787fdbd0,,,,,,,,,,
1,181,-159.9140625,-15.4609375,68348cbcb4102122787fdbd0,,,,,,,,,,
1,182,-159.9140625,-15.4609375,68348cbcb4102122787fdbd0,,,,,,,,,,
1,183,-159.9804688,-15.4609375,68348cbcb4102122787fdbd0,,,,,,,,,,
1,184,-160.0898438,-15.4609375,68348cbcb4102122787fdbd0,,,,,,,,,,
1,185,-160.2226563,-15.23828125,68348cbcb4102122787fdbd0,,,,,,,,,,
1,186,-160.2382813,-14.87890625,68348cbcb4102122787fdbd0,,,,,,,,,,
1,187,-160.1367188,-14.703125,68348cbcb4102122787fdbd0,,,,,,,,,,
1,188,-159.9570313,-14.61328125,68348cbcb4102122787fdbd0,,,,,,,,,,
1,189,-159.9296875,-14.61328125,68348cbcb4102122787fdbd0,,,,,,,,,,
1,190,-159.9296875,-14.61328125,68348cbcb4102122787fdbd0,,,,,,,,,,
1,191,-159.8320313,-14.56640625,68348cbcb4102122787fdbd0,,,,,,,,,,
1,192,-159.8320313,-14.51171875,68348cbcb4102122787fdbd0,,,,,,,,,,
1,193,-159.8320313,-14.51171875,68348cbcb4102122787fdbd0,,,,,,,,,,
1,194,-159.8320313,-14.51171875,68348cbcb4102122787fdbd0,,,,,,,,,,
1,195,-159.8320313,-14.51171875,68348cbcb4102122787fdbd0,,,,,,,,,,
1,196,-159.8320313,-14.51171875,68348cbcb4102122787fdbd0,,,,,,,,,,
1,197,-159.8320313,-14.51171875,68348cbcb4102122787fdbd0,,,,,,,,,,
1,198,-159.8320313,-14.51171875,68348cbcb4102122787fdbd0,,,,,,,,,,
1,199,-159.8320313,-13.765625,68348cbcb4102122787fdbd0,,,,,,,,,,
1,200,-159.8320313,-11.71875,68348cbcb4102122787fdbd0,,,,,,,,,,
1,201,-159.9804688,-7.25,68348cbcb4102122787fdbd0,,,,,,,,,,
1,202,-160.2695313,1.26953125,68348cbcb4102122787fdbd0,,,,,,,,,,
1,203,-159.5820313,22.91015625,68348cbcb4102122787fdbd0,,,,,,,,,,
1,204,-150.34375,53.41015625,68348cbcb4102122787fdbd0,,,,,,,,,,
1,205,-132.0703125,72.1171875,68348cbcb4102122787fdbd0,,,,,,,,,,
1,206,-85.40625,93.359375,68348cbcb4102122787fdbd0,,,,,,,,,,
1,207,-17.671875,106.8203125,68348cbcb4102122787fdbd0,,,,,,,,,,
1,208,48.078125,113.8710938,68348cbcb4102122787fdbd0,,,,,,,,,,
1,209,111.796875,114.2773438,68348cbcb4102122787fdbd0,,,,,,,,,,
1,210,178.4921875,108.9921875,68348cbcb4102122787fdbd0,,,,,,,,,,
1,211,219.21875,101.125,68348cbcb4102122787fdbd0,,,,,,,,,,
1,212,276.9296875,79.109375,68348cbcb4102122787fdbd0,,,,,,,,,,
1,213,321.9140625,52.58203125,68348cbcb4102122787fdbd0,,,,,,,,,,
1,214,342.265625,32.62890625,68348cbcb4102122787fdbd0,,,,,,,,,,
1,215,361.265625,-1.7421875,68348cbcb4102122787fdbd0,,,,,,,,,,
1,216,369,-48.41015625,68348cbcb4102122787fdbd0,,,,,,,,,,
1,217,370.7539063,-98.04296875,68348cbcb4102122787fdbd0,,,,,,,,,,
1,218,369.9101563,-140.2734375,68348cbcb4102122787fdbd0,,,,,,,,,,
1,219,366.2734375,-176.4960938,68348cbcb4102122787fdbd0,,,,,,,,,,
1,220,362.1367188,-190.7148438,68348cbcb4102122787fdbd0,,,,,,,,,,
1,221,352.2578125,-200.7578125,68348cbcb4102122787fdbd0,,,,,,,,,,
1,222,327.7617188,-212.4023438,68348cbcb4102122787fdbd0,,,,,,,,,,
1,223,292.9765625,-220.5703125,68348cbcb4102122787fdbd0,,,,,,,,,,
1,224,188.9023438,-227.390625,68348cbcb4102122787fdbd0,,,,,,,,,,
1,225,58.8125,-221.0585938,68348cbcb4102122787fdbd0,,,,,,,,,,
1,226,-71.80859375,-198.4101563,68348cbcb4102122787fdbd0,,,,,,,,,,
1,227,-213.0117188,-132.84375,68348cbcb4102122787fdbd0,,,,,,,,,,
1,228,-347.4101563,-43.30859375,68348cbcb4102122787fdbd0,,,,,,,,,,
1,229,-428.3164063,24.68359375,68348cbcb4102122787fdbd0,,,,,,,,,,
1,230,-484.7070313,82.94921875,68348cbcb4102122787fdbd0,,,,,,,,,,
1,231,-509.0585938,112.7265625,68348cbcb4102122787fdbd0,,,,,,,,,,
1,232,-511.9570313,118,68348cbcb4102122787fdbd0,,,,,,,,,,
1,233,-510.7265625,148.0273438,68348cbcb4102122787fdbd0,,,,,,,,,,
1,234,-494.6835938,182.0585938,68348cbcb4102122787fdbd0,,,,,,,,,,
1,235,-468.0546875,215.046875,68348cbcb4102122787fdbd0,,,,,,,,,,
1,236,-441.75,231.9648438,68348cbcb4102122787fdbd0,,,,,,,,,,
1,237,-409.9335938,245.0117188,68348cbcb4102122787fdbd0,,,,,,,,,,
1,238,-378.3359375,253.4921875,68348cbcb4102122787fdbd0,,,,,,,,,,
1,239,-324.953125,260.328125,68348cbcb4102122787fdbd0,,,,,,,,,,
1,240,-230.2148438,266.375,68348cbcb4102122787fdbd0,,,,,,,,,,
1,241,-137.9726563,265.8710938,68348cbcb4102122787fdbd0,,,,,,,,,,
1,242,27.53125,256.8007813,68348cbcb4102122787fdbd0,,,,,,,,,,
1,243,141.0351563,248.0859375,68348cbcb4102122787fdbd0,,,,,,,,,,
1,244,241.71875,234.3828125,68348cbcb4102122787fdbd0,,,,,,,,,,
1,245,294.8945313,222.1875,68348cbcb4102122787fdbd0,,,,,,,,,,
1,246,338.3242188,208.6757813,68348cbcb4102122787fdbd0,,,,,,,,,,
1,247,356.875,199.3828125,68348cbcb4102122787fdbd0,,,,,,,,,,
1,248,376.6992188,177.4765625,68348cbcb4102122787fdbd0,,,,,,,,,,
1,249,393.765625,146.7382813,68348cbcb4102122787fdbd0,,,,,,,,,,
1,250,400.1054688,126.9140625,68348cbcb4102122787fdbd0,,,,,,,,,,
1,251,403.4882813,92,68348cbcb4102122787fdbd0,,,,,,,,,,
1,252,397.4960938,65.8203125,68348cbcb4102122787fdbd0,,,,,,,,,,
1,253,379.2929688,43.62890625,68348cbcb4102122787fdbd0,,,,,,,,,,
1,254,316.2851563,-0.88671875,68348cbcb4102122787fdbd0,,,,,,,,,,
1,255,215.9921875,-49.70703125,68348cbcb4102122787fdbd0,,,,,,,,,,
1,256,137.828125,-82.93359375,68348cbcb4102122787fdbd0,,,,,,,,,,
1,257,58.85546875,-113.5507813,68348cbcb4102122787fdbd0,,,,,,,,,,
1,258,-6.1328125,-135.3203125,68348cbcb4102122787fdbd0,,,,,,,,,,
1,259,-38.05859375,-142.0039063,68348cbcb4102122787fdbd0,,,,,,,,,,
1,260,-94.00390625,-144.2421875,68348cbcb4102122787fdbd0,,,,,,,,,,
1,261,-129.34375,-140.609375,68348cbcb4102122787fdbd0,,,,,,,,,,
1,262,-158.1445313,-129.0039063,68348cbcb4102122787fdbd0,,,,,,,,,,
1,263,-195.8085938,-100.9101563,68348cbcb4102122787fdbd0,,,,,,,,,,
1,264,-223.0507813,-64.79296875,68348cbcb4102122787fdbd0,,,,,,,,,,
1,265,-241.5429688,-27.6875,68348cbcb4102122787fdbd0,,,,,,,,,,
1,266,-254.5429688,7.21875,68348cbcb4102122787fdbd0,,,,,,,,,,
1,267,-257.3984375,18.5078125,68348cbcb4102122787fdbd0,,,,,,,,,,
1,268,-254.4140625,24.15234375,68348cbcb4102122787fdbd0,,,,,,,,,,
1,269,-240.25,36.70703125,68348cbcb4102122787fdbd0,,,,,,,,,,
1,270,-210.7070313,56.49609375,68348cbcb4102122787fdbd0,,,,,,,,,,
1,271,-159.0390625,83.890625,68348cbcb4102122787fdbd0,,,,,,,,,,
1,272,-75.6328125,116.4921875,68348cbcb4102122787fdbd0,,,,,,,,,,
1,273,2.14453125,137.4609375,68348cbcb4102122787fdbd0,,,,,,,,,,
1,274,51.62890625,147.1523438,68348cbcb4102122787fdbd0,,,,,,,,,,
1,275,115.2578125,150.625,68348cbcb4102122787fdbd0,,,,,,,,,,
1,276,165.0976563,148.90625,68348cbcb4102122787fdbd0,,,,,,,,,,
1,277,205.78125,144.3164063,68348cbcb4102122787fdbd0,,,,,,,,,,
1,278,269.7070313,130.4257813,68348cbcb4102122787fdbd0,,,,,,,,,,
1,279,314.8710938,115.796875,68348cbcb4102122787fdbd0,,,,,,,,,,
1,280,330.2773438,107.828125,68348cbcb4102122787fdbd0,,,,,,,,,,
1,281,358.6835938,88.984375,68348cbcb4102122787fdbd0,,,,,,,,,,
1,282,382.6914063,72.33203125,68348cbcb4102122787fdbd0,,,,,,,,,,
1,283,401.0507813,60.21484375,68348cbcb4102122787fdbd0,,,,,,,,,,
1,284,416.96875,50.4296875,68348cbcb4102122787fdbd0,,,,,,,,,,
1,285,423.0859375,46.6328125,68348cbcb4102122787fdbd0,,,,,,,,,,
1,286,423.3085938,46.4765625,68348cbcb4102122787fdbd0,,,,,,,,,,
1,287,423.0976563,46.44921875,68348cbcb4102122787fdbd0,,,,,,,,,,
1,288,420.015625,46.265625,68348cbcb4102122787fdbd0,,,,,,,,,,
1,289,400.1601563,46.03515625,68348cbcb4102122787fdbd0,,,,,,,,,,
1,290,342.2460938,46.87109375,68348cbcb4102122787fdbd0,,,,,,,,,,
1,291,251.2304688,49.38671875,68348cbcb4102122787fdbd0,,,,,,,,,,
1,292,92.3125,51.28515625,68348cbcb4102122787fdbd0,,,,,,,,,,
1,293,-47.91796875,51.515625,68348cbcb4102122787fdbd0,,,,,,,,,,
1,294,-195.3984375,49.05078125,68348cbcb4102122787fdbd0,,,,,,,,,,
1,295,-245.7773438,47.28515625,68348cbcb4102122787fdbd0,,,,,,,,,,
1,296,-323.71875,45.28125,68348cbcb4102122787fdbd0,,,,,,,,,,
1,297,-368.59375,45.28125,68348cbcb4102122787fdbd0,,,,,,,,,,
1,298,-399.046875,45.671875,68348cbcb4102122787fdbd0,,,,,,,,,,
1,299,-423.5429688,47.05859375,68348cbcb4102122787fdbd0,,,,,,,,,,
1,300,-432.46875,48.140625,68348cbcb4102122787fdbd0,,,,,,,,,,
1,301,-435.671875,48.5,68348cbcb4102122787fdbd0,,,,,,,,,,
1,302,-436.3359375,48.55859375,68348cbcb4102122787fdbd0,,,,,,,,,,
1,303,-436.3359375,48.55859375,68348cbcb4102122787fdbd0,,,,,,,,,,
1,304,-436.3359375,48.55859375,68348cbcb4102122787fdbd0,,,,,,,,,,
1,305,-436.2109375,48.63671875,68348cbcb4102122787fdbd0,,,,,,,,,,
1,306,-434.8671875,49.0625,68348cbcb4102122787fdbd0,,,,,,,,,,
1,307,-430.8476563,49.390625,68348cbcb4102122787fdbd0,,,,,,,,,,
1,308,-421.546875,49.96875,68348cbcb4102122787fdbd0,,,,,,,,,,
1,309,-403.9765625,50.36328125,68348cbcb4102122787fdbd0,,,,,,,,,,
1,310,-364.0625,49.109375,68348cbcb4102122787fdbd0,,,,,,,,,,
1,311,-295.5703125,45.296875,68348cbcb4102122787fdbd0,,,,,,,,,,
1,312,-177.5898438,38.07421875,68348cbcb4102122787fdbd0,,,,,,,,,,
1,313,-68.27734375,31.2109375,68348cbcb4102122787fdbd0,,,,,,,,,,
1,314,91.8515625,18.64453125,68348cbcb4102122787fdbd0,,,,,,,,,,
1,315,224.0898438,8.52734375,68348cbcb4102122787fdbd0,,,,,,,,,,
1,316,308.1289063,4.6171875,68348cbcb4102122787fdbd0,,,,,,,,,,
1,317,362.6054688,2.7578125,68348cbcb4102122787fdbd0,,,,,,,,,,
1,318,379.5859375,2.7578125,68348cbcb4102122787fdbd0,,,,,,,,,,
1,319,391.1875,2.55859375,68348cbcb4102122787fdbd0,,,,,,,,,,
1,320,397.9453125,2.3828125,68348cbcb4102122787fdbd0,,,,,,,,,,
1,321,402.1914063,2.23046875,68348cbcb4102122787fdbd0,,,,,,,,,,
1,322,403.1484375,2.1796875,68348cbcb4102122787fdbd0,,,,,,,,,,
1,323,403.1953125,2.1796875,68348cbcb4102122787fdbd0,,,,,,,,,,
1,324,403.1953125,2.1796875,68348cbcb4102122787fdbd0,,,,,,,,,,
1,325,402.4414063,2.03125,68348cbcb4102122787fdbd0,,,,,,,,,,
