isPractice,frame,x,y,Participant
1,92,229.1679688,-182.4765625,1996
1,93,253.6796875,-176.2421875,1996
1,94,289.234375,-164.046875,1996
1,95,313.140625,-153.9609375,1996
1,96,330.4648438,-145.1835938,1996
1,97,353.4296875,-131.7929688,1996
1,98,372.6875,-117.9296875,1996
1,99,395.0273438,-97.21875,1996
1,100,412.8476563,-74.00390625,1996
1,101,421.59375,-57.65234375,1996
1,102,427.8632813,-38.6015625,1996
1,103,428.328125,-29.3671875,1996
1,104,426.0117188,-21.90234375,1996
1,105,416.1171875,-5.34375,1996
1,106,398.9023438,15.52734375,1996
1,107,371.0507813,39.984375,1996
1,108,331.8242188,66.03125,1996
1,109,306.4570313,78.9375,1996
1,110,268.7421875,93.7734375,1996
1,111,236.1757813,101.9140625,1996
1,112,216.8515625,105.0898438,1996
1,113,193.0585938,107.6640625,1996
1,114,169.1914063,109.046875,1996
1,115,139.7578125,109.7304688,1996
1,116,95.6015625,110.0039063,1996
1,117,68.41015625,109.1757813,1996
1,118,35.42578125,108.15625,1996
1,119,20.6015625,107.3710938,1996
1,120,0.65625,106.0859375,1996
1,121,-17.46484375,103.9765625,1996
1,122,-32.83203125,100.7421875,1996
1,123,-57.80078125,92.890625,1996
1,124,-83.1953125,84.15234375,1996
1,125,-106.984375,75.203125,1996
1,126,-124.640625,68.37109375,1996
1,127,-132.7773438,65.05078125,1996
1,128,-146,59.1015625,1996
1,129,-158.0742188,53.40234375,1996
1,130,-165.1953125,50.28125,1996
1,131,-175.2929688,45.62890625,1996
1,132,-183.2070313,41.67578125,1996
1,133,-188.2578125,39.0625,1996
1,134,-192.6484375,36.7421875,1996
1,135,-193.2304688,36.453125,1996
1,136,-193.2304688,36.453125,1996
1,137,-193.2304688,36.453125,1996
1,138,-193.2421875,36.453125,1996
1,139,-193.7382813,36.4296875,1996
1,140,-195.9414063,36.27734375,1996
1,141,-199.9335938,36.203125,1996
1,142,-205.1992188,35.88671875,1996
1,143,-210.4960938,35.5859375,1996
1,144,-215.359375,35.28125,1996
1,145,-217.34375,35.0703125,1996
1,146,-219.7304688,34.57421875,1996
1,147,-221.9414063,33.25,1996
1,148,-223.6367188,31.3046875,1996
1,149,-225.3984375,27.76953125,1996
1,150,-226,24.23828125,1996
1,151,-224.9882813,18.58203125,1996
1,152,-222.4921875,11.3359375,1996
1,153,-220.2226563,6.12109375,1996
1,154,-216.7890625,-0.5859375,1996
1,155,-213.5117188,-7.88671875,1996
1,156,-210.3515625,-16.1015625,1996
1,157,-203.484375,-31.953125,1996
1,158,-195.9414063,-45.81640625,1996
1,159,-186.0507813,-61.12109375,1996
1,160,-175.8085938,-76.05859375,1996
1,161,-169.3984375,-85.33984375,1996
1,162,-160.8828125,-97.8359375,1996
1,163,-152.03125,-109.8320313,1996
1,164,-148.1289063,-114.6679688,1996
1,165,-140.703125,-123.5859375,1996
1,166,-134.4257813,-128.9023438,1996
1,167,-121.53125,-137.8984375,1996
1,168,-108.515625,-144.9492188,1996
1,169,-90.4140625,-152.2695313,1996
1,170,-67.7734375,-159.4179688,1996
1,171,-41.58984375,-166.0195313,1996
1,172,-8.40234375,-173.359375,1996
1,173,21.515625,-180.015625,1996
1,174,40.06640625,-184.1171875,1996
1,175,69.44140625,-189.3710938,1996
1,176,87.61328125,-192.046875,1996
1,177,100.7460938,-193.0351563,1996
1,178,111.7539063,-193.4492188,1996
1,179,116.2460938,-193.5195313,1996
1,180,-147.7304688,18.015625,1996
1,181,-147.1679688,53.79296875,1996
1,182,-146.5390625,104.6367188,1996
1,183,-148.4609375,144.4960938,1996
1,184,-154.1445313,161.2851563,1996
1,185,-160.7265625,171.328125,1996
1,186,-162.1523438,173.953125,1996
1,187,-164.359375,177.7148438,1996
1,188,-167.125,180.6875,1996
1,189,-169.9296875,182.1289063,1996
1,190,-173.4375,182.4101563,1996
1,191,-177.5273438,182.4101563,1996
1,192,-186.609375,182.4101563,1996
1,193,-194.2578125,181,1996
1,194,-205.0703125,177.140625,1996
1,195,-222.1289063,167.4335938,1996
1,196,-245.734375,148.5078125,1996
1,197,-266.8359375,123.9453125,1996
1,198,-279.1445313,98.80078125,1996
1,199,-282.1289063,63.796875,1996
1,200,-276.1835938,36.27734375,1996
1,201,-253.5039063,7.12890625,1996
1,202,-216.7070313,-20.328125,1996
1,203,-161.1054688,-44.515625,1996
1,204,-102.7773438,-60.30859375,1996
1,205,-46.66796875,-68.63671875,1996
1,206,10.44921875,-69.65625,1996
1,207,61.6875,-65.7421875,1996
1,208,75.73828125,-63.5390625,1996
1,209,75.73828125,-63.5390625,1996
1,210,139.671875,-33.22265625,1996
1,211,211.5820313,34.01171875,1996
1,212,225.296875,52.15234375,1996
1,213,231.0195313,62.62890625,1996
1,214,233.4882813,76.3984375,1996
1,215,228.0351563,89.60546875,1996
1,216,204.796875,111.4726563,1996
1,217,155.6796875,136.6953125,1996
1,218,93.84765625,157.390625,1996
1,219,41.7890625,168.6679688,1996
1,220,-11.19921875,174.65625,1996
1,221,-91.38671875,177.40625,1996
1,222,-137.1914063,177.015625,1996
1,223,-204.2578125,172.7539063,1996
1,224,-270.3203125,160.640625,1996
1,225,-333.3085938,139.1171875,1996
1,226,-379.4023438,114.890625,1996
1,227,-408.984375,90.91015625,1996
1,228,-434.953125,59.03125,1996
1,229,-446.8007813,43.5625,1996
1,230,-460.1328125,30.5390625,1996
1,231,-471.7851563,21.27734375,1996
1,232,-481.078125,14.25,1996
1,233,-484.8476563,10.47265625,1996
1,234,-484.796875,6.2734375,1996
1,235,-478.7460938,-1.1015625,1996
1,236,-454.7890625,-13.33203125,1996
1,237,-400.1132813,-27.984375,1996
1,238,-319.2617188,-40.3203125,1996
1,239,-227.953125,-46.85546875,1996
1,240,-156.5820313,-47.99609375,1996
1,241,-98.140625,-47.53515625,1996
1,242,-32.1796875,-47.53515625,1996
1,243,38.20703125,-46.9375,1996
1,244,103.8632813,-42.4453125,1996
1,245,170.8359375,-30.6796875,1996
1,246,228.8242188,-12.62890625,1996
1,247,273.7539063,4.5234375,1996
1,248,302.1210938,15.578125,1996
1,249,324.1835938,22.62890625,1996
1,250,349.390625,29.265625,1996
1,251,368.9140625,33.9765625,1996
1,252,375.3554688,36.3359375,1996
1,253,378.171875,37.65234375,1996
1,254,378.171875,37.65234375,1996
1,255,378.171875,37.65234375,1996
1,256,378.171875,37.65234375,1996
1,257,378.171875,37.65234375,1996
1,258,377.1210938,37.8203125,1996
1,259,375.7382813,37.97265625,1996
1,260,350.6601563,38.6796875,1996
1,261,301.7734375,36.828125,1996
1,262,237.6132813,32.484375,1996
1,263,124.7460938,25.296875,1996
1,264,-7.1875,19.21484375,1996
1,265,-93.515625,15.76953125,1996
1,266,-189.4804688,14.3046875,1996
1,267,-271.4765625,13.7578125,1996
1,268,-347.0078125,13.7578125,1996
1,269,-400.1484375,13.6796875,1996
1,270,-408.96875,13.59765625,1996
1,271,-410.7929688,13.59765625,1996
1,272,-410.7929688,13.59765625,1996
1,273,-410.7929688,13.59765625,1996
1,274,-410.078125,13.48046875,1996
1,275,-409.875,13.47265625,1996
1,276,-409.875,13.47265625,1996
1,277,-409.734375,13.47265625,1996
1,278,-407.3125,13.71484375,1996
1,279,-403.2460938,14.24609375,1996
1,280,-372.8007813,17.7890625,1996
1,281,-329.6601563,20.625,1996
1,282,-251.1875,23.453125,1996
1,283,-186.5703125,23.90625,1996
1,284,-67.87109375,21.0390625,1996
1,285,36.0234375,16.08203125,1996
1,286,109.265625,11.80859375,1996
1,287,204.8125,6.8671875,1996
1,288,261.9609375,4.015625,1996
1,289,309.1835938,1.90234375,1996
1,290,334.4023438,0.7421875,1996
1,291,354.109375,0.01953125,1996
1,292,364.9140625,-0.23828125,1996
1,293,366.046875,-0.3515625,1996
1,294,366.78125,-0.3515625,1996
1,295,366.78125,-0.3515625,1996
1,296,366.78125,-0.3515625,1996
1,297,366.78125,-0.3515625,1996
1,298,366.78125,-0.3515625,1996
1,299,366.78125,-0.3515625,1996
1,300,366.78125,-0.3515625,1996
1,301,365.9882813,-0.3671875,1996
1,302,358.609375,-1.18359375,1996
1,303,338.953125,-3.75,1996
1,304,300.3867188,-7.37109375,1996
1,305,224.6523438,-13.5234375,1996
1,306,127.0039063,-18.9375,1996
1,307,-39.48828125,-22.5234375,1996
1,308,-202.4335938,-23.51953125,1996
1,309,-380.1445313,-27.828125,1996
1,310,-558.3242188,-33.78125,1996
1,311,-648.1367188,-34.6796875,1996
1,312,-713.6601563,-35.21875,1996
1,313,-723.8203125,-35.21875,1996
1,314,-723.8203125,-35.21875,1996
1,315,-723.8203125,-35.21875,1996
1,316,-721.8945313,-35.21875,1996
1,317,-712.2382813,-34.96875,1996
1,318,-695.4960938,-34.578125,1996
1,319,-674.359375,-34.09375,1996
1,320,-632.53125,-32.01171875,1996
1,321,-581.8242188,-31.40234375,1996
1,322,-528.953125,-31.06640625,1996
1,323,-450.9570313,-31.06640625,1996
1,324,-389.2304688,-31.609375,1996
1,325,-312.6757813,-33.63671875,1996
1,326,-262.203125,-35.94921875,1996
1,327,-211.3242188,-38.7578125,1996
1,328,-141.2539063,-40.99609375,1996
1,329,-83.5234375,-42.7734375,1996
1,330,-32.55078125,-44.33203125,1996
1,331,2.12109375,-45.09375,1996
1,332,22.53125,-45.2734375,1996
1,333,31.9140625,-45.2734375,1996
1,334,33.34375,-45.3203125,1996
1,335,35.07421875,-45.3671875,1996
1,336,35.72265625,-45.3671875,1996
1,337,35.85546875,-45.3671875,1996
1,338,35.85546875,-45.3671875,1996
1,339,35.85546875,-45.3671875,1996
1,340,35.3671875,-45.3671875,1996
1,341,31.828125,-45.3671875,1996
1,342,13.9296875,-45.83984375,1996
1,343,-35.0625,-47.11328125,1996
1,344,-105.5273438,-47.765625,1996
1,345,-219.3359375,-46.328125,1996
1,346,-382.6757813,-39.83984375,1996
1,347,-503.90625,-32.10546875,1996
1,348,-606.6875,-25.390625,1996
1,349,-639.6523438,-22.828125,1996
1,350,-639.6523438,-22.828125,1996
1,351,-636.8398438,-22.71875,1996
1,352,-621.53125,-22.32421875,1996
1,353,-583.890625,-22.140625,1996
1,354,-546.5585938,-22.52734375,1996
1,355,-489.34375,-23.7421875,1996
1,356,-433.703125,-23.28515625,1996
1,357,-376.3710938,-22.828125,1996
1,358,-288.5703125,-16.6640625,1996
1,359,-186.8476563,-5.51171875,1996
1,360,-149.1601563,4.0625,1996
1,361,-148.7460938,4.0625,1996
1,362,-148.7460938,4.0625,1996
1,363,-145.2304688,4.171875,1996
1,364,-106.9335938,7.28125,1996
1,365,-67.203125,11.59765625,1996
1,366,-18.79296875,18.3125,1996
1,367,19.05859375,27.44921875,1996
1,368,67.8828125,49.37109375,1996
1,369,96.609375,72.49609375,1996
1,370,111.34375,95.671875,1996
1,371,119.1640625,123.046875,1996
1,372,115.2070313,136.5117188,1996
1,373,101.546875,146.1171875,1996
1,374,78.9765625,155.2695313,1996
1,375,56.640625,161.4414063,1996
1,376,9.69921875,170.0703125,1996
1,377,-35.63671875,175.5664063,1996
1,378,-70.8359375,178.1328125,1996
1,379,-121.890625,179.2890625,1996
1,380,-143.71875,178.9765625,1996
1,381,-173.078125,176.984375,1996
1,382,-186.4179688,173.7773438,1996
1,383,-198.1757813,166.6757813,1996
1,384,-212.6054688,149.359375,1996
1,385,-223.2421875,125.0351563,1996
1,386,-231.5351563,73.28125,1996
1,387,-232.4921875,5.375,1996
1,388,-225.0195313,-49.375,1996
1,389,-204.5820313,-100.9101563,1996
1,390,-154.7460938,-154.3320313,1996
1,391,-92.05859375,-191.9335938,1996
1,392,-24.17578125,-220.046875,1996
1,393,14.0390625,-228.6484375,1996
1,394,83.5390625,-229.9453125,1996
1,395,157.0625,-227.2226563,1996
1,396,249.8320313,-217,1996
1,397,322.5429688,-201.0820313,1996
1,398,367.46875,-180.2304688,1996
1,399,430.8242188,-132.265625,1996
1,400,465.7148438,-89.44921875,1996
1,401,484.0234375,-38.6328125,1996
1,402,487.6015625,14.265625,1996
1,403,471.9179688,52.60546875,1996
1,404,403.640625,98.8828125,1996
1,405,296.3046875,135.703125,1996
1,406,199.6523438,159.734375,1996
1,407,79.9609375,184.4296875,1996
1,408,-10.58984375,199.1875,1996
1,409,-76.14453125,204.0546875,1996
1,410,-145.1757813,206.4765625,1996
1,411,-206.109375,204.4882813,1996
1,412,-267.3710938,196.5546875,1996
1,413,-298.8710938,187.0898438,1996
1,414,-337.09375,164.9101563,1996
1,415,-377.3085938,122.5820313,1996
1,416,-399.2617188,73.80078125,1996
1,417,-418.484375,-13.546875,1996
1,418,-422.6210938,-69.3046875,1996
1,419,-414.4726563,-115.1328125,1996
1,420,-390.6757813,-147.5703125,1996
1,421,-344.6835938,-179.1953125,1996
1,422,-245.5195313,-220.5351563,1996
1,423,-130.3085938,-252.0625,1996
1,424,-63.43359375,-260.4882813,1996
1,425,55.18359375,-257.7734375,1996
1,426,104.4570313,-246.140625,1996
1,427,137.3046875,-210.3242188,1996
1,428,163.7304688,-151.0039063,1996
1,429,178.7226563,-53.82421875,1996
1,430,179.6523438,36.36328125,1996
1,431,168.2265625,84.5625,1996
1,432,133.7070313,145.1289063,1996
1,433,133.7070313,145.1289063,1996
1,434,100.3867188,182.4414063,1996
1,435,94.3046875,187.5742188,1996
1,436,94.3046875,187.5742188,1996
1,437,94.3046875,187.5742188,1996
1,438,94.3046875,187.5742188,1996
1,439,94.3046875,187.5742188,1996
1,440,94.3046875,187.5742188,1996
1,441,94.3046875,187.5742188,1996
1,442,94.3046875,187.5742188,1996
1,443,94.3046875,187.5742188,1996
1,444,92.19140625,186.4023438,1996
1,445,81.984375,181.265625,1996
1,446,63.62109375,172.5,1996
1,447,32.63671875,160.84375,1996
1,448,-1.984375,146.1523438,1996
1,449,-32.1484375,127.34375,1996
1,450,-72.16015625,92.99609375,1996
1,451,-91.17578125,64.20703125,1996
1,452,-95.33203125,46.3984375,1996
1,453,-95.92578125,29.9375,1996
1,454,-90.29296875,19.93359375,1996
1,455,-71.1796875,3.16796875,1996
1,456,-71.1796875,3.16796875,1996
1,457,-22.203125,-25.58203125,1996
1,458,-0.72265625,-32.7578125,1996
1,459,16.234375,-37.09375,1996
1,460,29.51171875,-37.78515625,1996
1,461,46.359375,-35.609375,1996
1,462,58.20703125,-27.2890625,1996
1,463,65.9296875,-11.28125,1996
1,464,67.3984375,1.921875,1996
1,465,65.1796875,11.13671875,1996
1,466,60.50390625,15.70703125,1996
1,467,44.1484375,21.11328125,1996
1,468,6.43359375,27.56640625,1996
1,469,-28.0234375,30.72265625,1996
1,470,-77.8984375,33.0625,1996
1,471,-148.0039063,32.9765625,1996
1,472,-192.2617188,30.10546875,1996
1,473,-234.6640625,21.578125,1996
1,474,-282.2109375,8.50390625,1996
1,475,-320.5195313,-1.98828125,1996
1,476,-355.859375,-6.3125,1996
1,477,-388.6679688,-5.00390625,1996
1,478,-425.8203125,2.91015625,1996
1,479,-442.2617188,12.1484375,1996
1,480,-448.4023438,25.25,1996
1,481,-450.3085938,50.8203125,1996
1,482,-446.2890625,88.3359375,1996
1,483,-431.6601563,129.8867188,1996
1,484,-409.9179688,157.4453125,1996
1,485,-383.59375,174.71875,1996
1,486,-316.5742188,200.4414063,1996
1,487,-266.1015625,209.9570313,1996
1,488,-211.96875,212.8164063,1996
1,489,-130.375,212.3125,1996
1,490,-65.421875,207.109375,1996
1,491,13.6953125,196.0976563,1996
1,492,113.0625,177.1523438,1996
1,493,156.4960938,165.7109375,1996
1,494,191.3320313,151.6875,1996
1,495,211.5039063,139.9726563,1996
1,496,245.25,109.984375,1996
1,497,277.1835938,73.62890625,1996
1,498,303.640625,32.6640625,1996
1,499,326.1757813,-18.82421875,1996
1,500,331.390625,-47.78515625,1996
1,501,321.3398438,-83.859375,1996
1,502,292.3046875,-129.109375,1996
1,503,262.7929688,-157.453125,1996
1,504,203.65625,-188.4570313,1996
1,505,124.1601563,-211.2109375,1996
1,506,63.71484375,-220.6796875,1996
1,507,-39.15625,-225.3125,1996
1,508,-136.6679688,-221.8476563,1996
1,509,-209.9140625,-213.4140625,1996
1,510,-270.359375,-200.6875,1996
1,511,-326.9765625,-173.5351563,1996
1,512,-367.1210938,-138.484375,1996
1,513,-389.2773438,-98.94140625,1996
1,514,-401.0390625,-43.1640625,1996
1,515,-397.4960938,-7.05078125,1996
1,516,-386.6289063,16.10546875,1996
1,517,-371.1289063,40.9375,1996
1,518,-363.9414063,51.04296875,1996
1,519,-354.078125,59.40625,1996
1,520,-334.9257813,68.15625,1996
1,521,-311.8046875,74.52734375,1996
1,522,-259.7109375,84.9765625,1996
1,523,-176.0976563,94.9296875,1996
1,524,-112.5703125,98.81640625,1996
1,525,-21.99609375,100.8398438,1996
1,526,24.8203125,97.6484375,1996
1,527,69.37109375,87.8125,1996
1,528,110.3007813,75.734375,1996
1,529,158.1523438,54.5390625,1996
1,530,213.6484375,19.765625,1996
1,531,248.9648438,-10.8125,1996
1,532,293.078125,-53.63671875,1996
1,533,323.6640625,-85.234375,1996
1,534,349.1210938,-110.9414063,1996
1,535,375.9179688,-136.765625,1996
1,536,388.8085938,-149.0429688,1996
1,537,391.6289063,-152.3085938,1996
1,538,391.8671875,-152.6523438,1996
1,539,391.4609375,-152.9179688,1996
1,540,144.5,-4.734375,1996
1,541,145.4257813,-3.5078125,1996
1,542,146.0625,-2.70703125,1996
1,543,147.2734375,-1.16796875,1996
1,544,148.5742188,0.734375,1996
1,545,149.875,4.08203125,1996
1,546,151.7148438,11.39453125,1996
1,547,154.4570313,24.82421875,1996
1,548,157.0429688,58.1328125,1996
1,549,153.0351563,86.8984375,1996
1,550,144.1132813,116.8515625,1996
1,551,138.6875,123.6328125,1996
1,552,129.0390625,128.4335938,1996
1,553,99.79296875,139.1601563,1996
1,554,64.0390625,150.34375,1996
1,555,11.8359375,165.0898438,1996
1,556,-64.02734375,183.0078125,1996
1,557,-113.1914063,189.7304688,1996
1,558,-167.6289063,191.5976563,1996
1,559,-199.2382813,189.7539063,1996
1,560,-217.53125,185.765625,1996
1,561,-234.9140625,176.3632813,1996
1,562,-246.8359375,157.9882813,1996
1,563,-253.34375,119.8320313,1996
1,564,-249.8320313,52.20703125,1996
1,565,-231.28125,-12.1328125,1996
1,566,-190.75,-85.5625,1996
1,567,-159.5546875,-126.6523438,1996
1,568,-124.6367188,-156.9453125,1996
1,569,-91.66015625,-169.4257813,1996
1,570,-46.08203125,-175.3945313,1996
1,571,28.34765625,-180.0625,1996
1,572,95.01171875,-181.1914063,1996
1,573,151.5703125,-177.5625,1996
1,574,198.7851563,-169.5703125,1996
1,575,217.1796875,-161.8007813,1996
1,576,242.7460938,-138.7773438,1996
1,577,261.9882813,-103.4414063,1996
1,578,271.3710938,-55.87109375,1996
1,579,270.6835938,-13.46875,1996
1,580,265.703125,4.8203125,1996
1,581,254.5546875,22.359375,1996
1,582,236.015625,40.4296875,1996
1,583,189.6640625,67.640625,1996
1,584,120.5820313,97.390625,1996
1,585,53.16015625,120.5273438,1996
1,586,-32.390625,139.015625,1996
1,587,-93.078125,144.1015625,1996
1,588,-147.3632813,143.2070313,1996
1,589,-205.6640625,137.1757813,1996
1,590,-245.0859375,128.1054688,1996
1,591,-284.671875,108.6054688,1996
1,592,-317.4257813,76.33203125,1996
1,593,-332.8789063,40.3828125,1996
1,594,-336.96875,-31.875,1996
1,595,-328.1679688,-95.48828125,1996
1,596,-316.90625,-137.234375,1996
1,597,-305.9257813,-174.2617188,1996
1,598,-292.453125,-201.0039063,1996
1,599,-260.0234375,-235.359375,1996
1,600,-214.3242188,-261.7929688,1996
1,601,-120.8984375,-289.1523438,1996
1,602,-18.5546875,-301.7070313,1996
1,603,43.88671875,-303.328125,1996
1,604,145.3945313,-296.375,1996
1,605,202.6210938,-280.890625,1996
1,606,241.921875,-254.1210938,1996
1,607,299.4804688,-196.8203125,1996
1,608,340.2109375,-140.6601563,1996
1,609,370.6367188,-83.06640625,1996
1,610,387.7382813,-26.296875,1996
1,611,387.2226563,8.37890625,1996
1,612,361.90625,55.18359375,1996
1,613,329.1289063,83.37109375,1996
1,614,258.2617188,114.828125,1996
1,615,191.6914063,131.6835938,1996
1,616,107.4335938,140.5351563,1996
1,617,4.8203125,144.1914063,1996
1,618,-73.36328125,143.234375,1996
1,619,-166.1054688,138.1523438,1996
1,620,-235.5664063,131.3320313,1996
1,621,-266.9765625,125.15625,1996
1,622,-306.6875,110.875,1996
1,623,-332.6992188,93,1996
1,624,-351.953125,60.3359375,1996
1,625,-366.796875,6.50390625,1996
1,626,-368.8984375,-40.20703125,1996
1,627,-357.6679688,-99.0234375,1996
1,628,-338.765625,-151.7070313,1996
1,629,-320.7539063,-178.4023438,1996
1,630,-278.4296875,-211.2695313,1996
1,631,-216.1601563,-233.96875,1996
1,632,-100.0351563,-257.4179688,1996
1,633,-5.390625,-265.4375,1996
1,634,78.1015625,-264.8085938,1996
1,635,149.4101563,-259.1367188,1996
1,636,176.8945313,-253.1132813,1996
1,637,201.1875,-232.9726563,1996
1,638,223.984375,-192.1367188,1996
1,639,234.5,-147.6015625,1996
1,640,239.6757813,-83.2109375,1996
1,641,240.1445313,-40.515625,1996
1,642,236.7578125,-21.40234375,1996
1,643,225.0859375,-6.5546875,1996
1,644,202.828125,5.92578125,1996
1,645,152.2539063,26.390625,1996
1,646,100.1914063,45.6328125,1996
1,647,41.23046875,64.58984375,1996
1,648,-10.0078125,76.77734375,1996
1,649,-54.14453125,80.21875,1996
1,650,-116.1445313,78.91796875,1996
1,651,-159.34375,72.83203125,1996
1,652,-207.8359375,55.44140625,1996
1,653,-269.3085938,19.8359375,1996
1,654,-305.1171875,-17.46875,1996
1,655,-323.53125,-74.6875,1996
1,656,-323.1914063,-146.4882813,1996
1,657,-313.3476563,-185.9140625,1996
1,658,-296.0546875,-220.9023438,1996
1,659,-278.484375,-238.0703125,1996
1,660,-249.3046875,-248.6289063,1996
1,661,-205.2773438,-254.6210938,1996
1,662,-129.2734375,-249.2734375,1996
1,663,-52.46484375,-233.3164063,1996
1,664,-15.69921875,-218.1132813,1996
1,665,16.921875,-190.515625,1996
1,666,30.00390625,-164.5039063,1996
1,667,29.80078125,-144.109375,1996
1,668,24.78125,-125.328125,1996
1,669,18.8515625,-120.8867188,1996
1,670,6.33203125,-118.6679688,1996
1,671,-7.75390625,-117.2578125,1996
1,672,-13.25390625,-117.1132813,1996
1,673,-18.25390625,-118.3359375,1996
1,674,-22.8125,-121.6367188,1996
1,675,-29.40625,-126.3476563,1996
1,676,-45.875,-132.1796875,1996
1,677,-75.9765625,-133.5546875,1996
1,678,-126.6875,-131.4101563,1996
1,679,-169.0039063,-125.2929688,1996
1,680,-206.9414063,-111.1523438,1996
1,681,-242.5664063,-87.66015625,1996
1,682,-263.8632813,-66.45703125,1996
1,683,-290.9023438,-24.6953125,1996
1,684,-301.0234375,4.37890625,1996
1,685,-299.7265625,20.5546875,1996
1,686,-293.1171875,34.08203125,1996
1,687,-282.1289063,40.1484375,1996
1,688,-244.0039063,48.4140625,1996
1,689,-165.015625,58.01953125,1996
1,690,-83.953125,63.1171875,1996
1,691,25.44140625,65.2265625,1996
1,692,106.3671875,65.36328125,1996
1,693,141.6679688,65.765625,1996
1,694,187.7304688,66.23828125,1996
1,695,210.5625,65.75390625,1996
1,696,248.4960938,63.7421875,1996
1,697,285.4101563,60.2109375,1996
1,698,337.4882813,50.74609375,1996
1,699,405.6640625,34.23046875,1996
1,700,455.8476563,19.3125,1996
1,701,510.46875,1.75,1996
1,702,514.0585938,0.46484375,1996
1,703,514.265625,0.40625,1996
1,704,515.1796875,0.109375,1996
1,705,516.0859375,-0.97265625,1996
1,706,516.9765625,-6.78515625,1996
1,707,518.5234375,-20.2578125,1996
1,708,521.421875,-39.50390625,1996
1,709,525.4960938,-79.2734375,1996
1,710,525.78125,-82.20703125,1996
1,711,523.375,-127.515625,1996
1,712,496.9140625,-213.234375,1996
1,713,483.8710938,-232.8984375,1996
1,714,467.3554688,-247.4375,1996
