isPractice,frame,x,y,Participant,practiceTrial,propBefore,practiceCorr,stair_converged,stair_finalProp,personalMinMove
1,0,-53.85546875,67.16015625,68348cbcb4102122787fdbd0,,,,,,
1,1,-65.66796875,66.890625,68348cbcb4102122787fdbd0,,,,,,
1,2,-75.63671875,67,68348cbcb4102122787fdbd0,,,,,,
1,3,-81.69140625,67.66796875,68348cbcb4102122787fdbd0,,,,,,
1,4,-85.76953125,68.73828125,68348cbcb4102122787fdbd0,,,,,,
1,5,-91.27734375,70.23828125,68348cbcb4102122787fdbd0,,,,,,
1,6,-104.0625,72.3828125,68348cbcb4102122787fdbd0,,,,,,
1,7,-124.8671875,74.56640625,68348cbcb4102122787fdbd0,,,,,,
1,8,-144.0195313,74.85546875,68348cbcb4102122787fdbd0,,,,,,
1,9,-167.5742188,74.85546875,68348cbcb4102122787fdbd0,,,,,,
1,10,-183.3632813,74.85546875,68348cbcb4102122787fdbd0,,,,,,
1,11,-204.3320313,74.75,68348cbcb4102122787fdbd0,,,,,,
1,12,-226.828125,74.34375,68348cbcb4102122787fdbd0,,,,,,
1,13,-251.0742188,74.11328125,68348cbcb4102122787fdbd0,,,,,,
1,14,-270.9804688,73.9453125,68348cbcb4102122787fdbd0,,,,,,
1,15,-290.84375,73.18359375,68348cbcb4102122787fdbd0,,,,,,
1,16,-303.8164063,72.6171875,68348cbcb4102122787fdbd0,,,,,,
1,17,-313.2226563,71.96875,68348cbcb4102122787fdbd0,,,,,,
1,18,-329.3632813,71.171875,68348cbcb4102122787fdbd0,,,,,,
1,19,-346.890625,70.48828125,68348cbcb4102122787fdbd0,,,,,,
1,20,-362.7734375,70.12109375,68348cbcb4102122787fdbd0,,,,,,
1,21,-374.1601563,69.6328125,68348cbcb4102122787fdbd0,,,,,,
1,22,-375.7617188,69.5703125,68348cbcb4102122787fdbd0,,,,,,
1,23,-376.8476563,69.3203125,68348cbcb4102122787fdbd0,,,,,,
1,24,-379.34375,67.3359375,68348cbcb4102122787fdbd0,,,,,,
1,25,-382.1953125,62.828125,68348cbcb4102122787fdbd0,,,,,,
1,26,-382.8789063,51.3671875,68348cbcb4102122787fdbd0,,,,,,
1,27,-372.421875,28.87890625,68348cbcb4102122787fdbd0,,,,,,
1,28,-347.1875,2.8984375,68348cbcb4102122787fdbd0,,,,,,
1,29,-289.6953125,-40.375,68348cbcb4102122787fdbd0,,,,,,
1,30,-227.6953125,-77.81640625,68348cbcb4102122787fdbd0,,,,,,
1,31,-148.4882813,-114.0703125,68348cbcb4102122787fdbd0,,,,,,
1,32,-57.171875,-148.8242188,68348cbcb4102122787fdbd0,,,,,,
1,33,5.94140625,-164.90625,68348cbcb4102122787fdbd0,,,,,,
1,34,34.2265625,-168.5507813,68348cbcb4102122787fdbd0,,,,,,
1,35,68.48828125,-168.5234375,68348cbcb4102122787fdbd0,,,,,,
1,36,98.5,-166.3398438,68348cbcb4102122787fdbd0,,,,,,
1,37,120.6992188,-162.1328125,68348cbcb4102122787fdbd0,,,,,,
1,38,153.671875,-150.1992188,68348cbcb4102122787fdbd0,,,,,,
1,39,178.78125,-133.3789063,68348cbcb4102122787fdbd0,,,,,,
1,40,198.765625,-116.3085938,68348cbcb4102122787fdbd0,,,,,,
1,41,218.1835938,-98.37109375,68348cbcb4102122787fdbd0,,,,,,
1,42,230.8164063,-87.1796875,68348cbcb4102122787fdbd0,,,,,,
1,43,247.34375,-73.84375,68348cbcb4102122787fdbd0,,,,,,
1,44,273.1601563,-57.22265625,68348cbcb4102122787fdbd0,,,,,,
1,45,309.2226563,-36.203125,68348cbcb4102122787fdbd0,,,,,,
1,46,325.5898438,-25.36328125,68348cbcb4102122787fdbd0,,,,,,
1,47,342.6210938,-11.76953125,68348cbcb4102122787fdbd0,,,,,,
1,48,347.9257813,-4.7109375,68348cbcb4102122787fdbd0,,,,,,
1,49,348.2773438,1.1328125,68348cbcb4102122787fdbd0,,,,,,
1,50,345.796875,7.796875,68348cbcb4102122787fdbd0,,,,,,
1,51,338.9296875,13.1640625,68348cbcb4102122787fdbd0,,,,,,
1,52,326.9414063,17.48828125,68348cbcb4102122787fdbd0,,,,,,
1,53,295.3554688,25.73046875,68348cbcb4102122787fdbd0,,,,,,
1,54,256.3828125,31.97265625,68348cbcb4102122787fdbd0,,,,,,
1,55,177.8203125,42.62109375,68348cbcb4102122787fdbd0,,,,,,
1,56,83.078125,51.171875,68348cbcb4102122787fdbd0,,,,,,
1,57,-7.18359375,56.77734375,68348cbcb4102122787fdbd0,,,,,,
1,58,-77.078125,57.359375,68348cbcb4102122787fdbd0,,,,,,
1,59,-143.046875,54.6015625,68348cbcb4102122787fdbd0,,,,,,
1,60,-180.953125,50.875,68348cbcb4102122787fdbd0,,,,,,
1,61,-228.5273438,41.16796875,68348cbcb4102122787fdbd0,,,,,,
1,62,-277.5273438,24.9296875,68348cbcb4102122787fdbd0,,,,,,
1,63,-293.5625,16.9140625,68348cbcb4102122787fdbd0,,,,,,
1,64,-312.2734375,4.77734375,68348cbcb4102122787fdbd0,,,,,,
1,65,-321.59375,-1.66796875,68348cbcb4102122787fdbd0,,,,,,
1,66,-330.1601563,-6.14453125,68348cbcb4102122787fdbd0,,,,,,
1,67,-345.1015625,-12.08203125,68348cbcb4102122787fdbd0,,,,,,
1,68,-359.3164063,-17.26953125,68348cbcb4102122787fdbd0,,,,,,
1,69,-375.9179688,-23.6484375,68348cbcb4102122787fdbd0,,,,,,
1,70,-386.1132813,-28.24609375,68348cbcb4102122787fdbd0,,,,,,
1,71,-395.0390625,-32.6796875,68348cbcb4102122787fdbd0,,,,,,
1,72,-398.2148438,-34.140625,68348cbcb4102122787fdbd0,,,,,,
1,73,-404.875,-36.57421875,68348cbcb4102122787fdbd0,,,,,,
1,74,-414.8320313,-39.265625,68348cbcb4102122787fdbd0,,,,,,
1,75,-426.765625,-42.2265625,68348cbcb4102122787fdbd0,,,,,,
1,76,-439.4960938,-45.26953125,68348cbcb4102122787fdbd0,,,,,,
1,77,-444.2890625,-46.46484375,68348cbcb4102122787fdbd0,,,,,,
1,78,-445.8476563,-46.734375,68348cbcb4102122787fdbd0,,,,,,
1,79,-446.078125,-46.75,68348cbcb4102122787fdbd0,,,,,,
1,80,-446.078125,-46.75,68348cbcb4102122787fdbd0,,,,,,
1,81,-444.1953125,-46.66796875,68348cbcb4102122787fdbd0,,,,,,
