snippet_id,phase,angle_bias,expect_level,mode,true_shape,resp_shape,conf_level,accuracy,control_rating,prop_used,participant,session,low_precision_colour,high_precision_colour,
3,practice,,,,,,,,,,9990,001,green,blue,
,,0,,,,,,,,,9990,001,green,blue,
,,,low,,,,,,,,9990,001,green,blue,
,,,,true,,,,,,,9990,001,green,blue,
,,,,,dot,,,,,,9990,001,green,blue,
,,,,,,square,,,,,9990,001,green,blue,
,,,,,,,1,,,,9990,001,green,blue,
,,,,,,,,0,,,9990,001,green,blue,
,,,,,,,,,82.0,,9990,001,green,blue,
,,,,,,,,,,0.5,9990,001,green,blue,
3,practice,,,,,,,,,,9990,001,green,blue,
,,90,,,,,,,,,9990,001,green,blue,
,,,high,,,,,,,,9990,001,green,blue,
,,,,true,,,,,,,9990,001,green,blue,
,,,,,dot,,,,,,9990,001,green,blue,
,,,,,,dot,,,,,9990,001,green,blue,
,,,,,,,3,,,,9990,001,green,blue,
,,,,,,,,1,,,9990,001,green,blue,
,,,,,,,,,83.0,,9990,001,green,blue,
,,,,,,,,,,0.8,9990,001,green,blue,
3,practice,,,,,,,,,,9990,001,green,blue,
,,0,,,,,,,,,9990,001,green,blue,
,,,low,,,,,,,,9990,001,green,blue,
,,,,true,,,,,,,9990,001,green,blue,
,,,,,dot,,,,,,9990,001,green,blue,
,,,,,,square,,,,,9990,001,green,blue,
,,,,,,,1,,,,9990,001,green,blue,
,,,,,,,,0,,,9990,001,green,blue,
,,,,,,,,,94.0,,9990,001,green,blue,
,,,,,,,,,,0.575,9990,001,green,blue,
2,practice,,,,,,,,,,9990,001,green,blue,
,,90,,,,,,,,,9990,001,green,blue,
,,,low,,,,,,,,9990,001,green,blue,
,,,,true,,,,,,,9990,001,green,blue,
,,,,,square,,,,,,9990,001,green,blue,
,,,,,,square,,,,,9990,001,green,blue,
,,,,,,,1,,,,9990,001,green,blue,
,,,,,,,,1,,,9990,001,green,blue,
,,,,,,,,,86.0,,9990,001,green,blue,
,,,,,,,,,,0.5,9990,001,green,blue,
8,practice,,,,,,,,,,9990,001,green,blue,
,,90,,,,,,,,,9990,001,green,blue,
,,,high,,,,,,,,9990,001,green,blue,
,,,,true,,,,,,,9990,001,green,blue,
,,,,,dot,,,,,,9990,001,green,blue,
,,,,,,dot,,,,,9990,001,green,blue,
,,,,,,,3,,,,9990,001,green,blue,
,,,,,,,,1,,,9990,001,green,blue,
,,,,,,,,,89.0,,9990,001,green,blue,
,,,,,,,,,,0.75,9990,001,green,blue,
4,practice,,,,,,,,,,9990,001,green,blue,
,,0,,,,,,,,,9990,001,green,blue,
,,,high,,,,,,,,9990,001,green,blue,
,,,,true,,,,,,,9990,001,green,blue,
,,,,,dot,,,,,,9990,001,green,blue,
,,,,,,dot,,,,,9990,001,green,blue,
,,,,,,,4,,,,9990,001,green,blue,
,,,,,,,,1,,,9990,001,green,blue,
,,,,,,,,,89.0,,9990,001,green,blue,
,,,,,,,,,,0.8,9990,001,green,blue,
8,practice,,,,,,,,,,9990,001,green,blue,
,,90,,,,,,,,,9990,001,green,blue,
,,,low,,,,,,,,9990,001,green,blue,
,,,,true,,,,,,,9990,001,green,blue,
,,,,,square,,,,,,9990,001,green,blue,
,,,,,,square,,,,,9990,001,green,blue,
,,,,,,,1,,,,9990,001,green,blue,
,,,,,,,,1,,,9990,001,green,blue,
,,,,,,,,,90.0,,9990,001,green,blue,
,,,,,,,,,,0.45,9990,001,green,blue,
0,,,,,,,,,,,,,,,
