snippet_id,phase,angle_bias,expect_level,mode,true_shape,resp_shape,conf_level,accuracy,control_rating,prop_used,participant,session,low_precision_colour,high_precision_colour,
3,practice,,,,,,,,,,777,001,green,blue,
,,90,,,,,,,,,777,001,green,blue,
,,,low,,,,,,,,777,001,green,blue,
,,,,true,,,,,,,777,001,green,blue,
,,,,,square,,,,,,777,001,green,blue,
,,,,,,square,,,,,777,001,green,blue,
,,,,,,,2,,,,777,001,green,blue,
,,,,,,,,1,,,777,001,green,blue,
,,,,,,,,,90.0,,777,001,green,blue,
,,,,,,,,,,0.5,777,001,green,blue,
2,practice,,,,,,,,,,777,001,green,blue,
,,90,,,,,,,,,777,001,green,blue,
,,,low,,,,,,,,777,001,green,blue,
,,,,true,,,,,,,777,001,green,blue,
,,,,,dot,,,,,,777,001,green,blue,
,,,,,,dot,,,,,777,001,green,blue,
,,,,,,,3,,,,777,001,green,blue,
,,,,,,,,1,,,777,001,green,blue,
,,,,,,,,,88.0,,777,001,green,blue,
,,,,,,,,,,0.45,777,001,green,blue,
5,practice,,,,,,,,,,777,001,green,blue,
,,0,,,,,,,,,777,001,green,blue,
,,,low,,,,,,,,777,001,green,blue,
,,,,true,,,,,,,777,001,green,blue,
,,,,,dot,,,,,,777,001,green,blue,
,,,,,,dot,,,,,777,001,green,blue,
,,,,,,,4,,,,777,001,green,blue,
,,,,,,,,1,,,777,001,green,blue,
,,,,,,,,,86.0,,777,001,green,blue,
,,,,,,,,,,0.5,777,001,green,blue,
7,practice,,,,,,,,,,777,001,green,blue,
,,90,,,,,,,,,777,001,green,blue,
,,,high,,,,,,,,777,001,green,blue,
,,,,true,,,,,,,777,001,green,blue,
,,,,,square,,,,,,777,001,green,blue,
,,,,,,dot,,,,,777,001,green,blue,
,,,,,,,3,,,,777,001,green,blue,
,,,,,,,,0,,,777,001,green,blue,
,,,,,,,,,92.0,,777,001,green,blue,
,,,,,,,,,,0.8,777,001,green,blue,
1,practice,,,,,,,,,,777,001,green,blue,
,,90,,,,,,,,,777,001,green,blue,
,,,high,,,,,,,,777,001,green,blue,
,,,,true,,,,,,,777,001,green,blue,
,,,,,square,,,,,,777,001,green,blue,
,,,,,,square,,,,,777,001,green,blue,
,,,,,,,1,,,,777,001,green,blue,
,,,,,,,,1,,,777,001,green,blue,
,,,,,,,,,97.0,,777,001,green,blue,
,,,,,,,,,,1.0,777,001,green,blue,
3,,,,,,,,,,,,,,,
