snippet_id,catch_type,phase,angle_bias,expect_level,true_shape,resp_shape,conf_level,accuracy,rt_choice,agency_rating,prop_used,participant,session,low_precision_colour,high_precision_colour,
4,,practice,0,low,square,square,2,1,2.391944292001426,nan,0.5,12,001,green,blue,
0,,practice,0,high,dot,square,2,0,0.6990155830280855,nan,0.8,12,001,green,blue,
6,,practice,90,high,square,square,2,1,2.0122518750140443,nan,0.8,12,001,green,blue,
