snippet_id,catch_type,phase,angle_bias,expect_level,true_shape,resp_shape,conf_level,accuracy,rt_choice,agency_rating,prop_used,participant,session,low_precision_colour,high_precision_colour,
0,,practice,0,high,square,square,2,1,1.4577184590161778,nan,0.8,1234,001,blue,green,
0,,practice,90,low,dot,dot,3,1,12.845415041025262,nan,0.5,1234,001,blue,green,
